,simulation,model,scale1_post_mean,scale1_rhat,scale1_ess_bulk,scale1_bias,scale1_abs_bias,scale1_relative_error,scale1_covered,scale1_converged,exponent1_post_mean,exponent1_rhat,exponent1_ess_bulk,exponent1_bias,exponent1_abs_bias,exponent1_relative_error,exponent1_covered,exponent1_converged,scale2_post_mean,scale2_rhat,scale2_ess_bulk,scale2_bias,scale2_abs_bias,scale2_relative_error,scale2_covered,scale2_converged,exponent2_post_mean,exponent2_rhat,exponent2_ess_bulk,exponent2_bias,exponent2_abs_bias,exponent2_relative_error,exponent2_covered,exponent2_converged,weight_post_mean,weight_rhat,weight_ess_bulk,weight_bias,weight_abs_bias,weight_relative_error,weight_covered,weight_converged,q_param_post_mean,q_param_rhat,q_param_ess_bulk,q_param_bias,q_param_abs_bias,q_param_relative_error,q_param_covered,q_param_converged,pi0_post_mean,pi0_rhat,pi0_ess_bulk,pi0_bias,pi0_abs_bias,pi0_relative_error,pi0_covered,pi0_converged,phi_post_mean,phi_rhat,phi_ess_bulk,phi_bias,phi_abs_bias,phi_relative_error,phi_covered,phi_converged,n_fx1,fx1_post_mean_avg,fx1_post_mean_sd,fx1_post_mean_min,fx1_post_mean_max,fx1_bias_mean,fx1_bias_sd,fx1_rmse,fx1_mae,fx1_coverage_rate,fx1_n_covered,fx1_n_rhat_nan,fx1_rhat_mean,fx1_rhat_max,fx1_n_rhat_above_1.01,fx1_ess_bulk_min,fx1_ess_bulk_mean,fx1_n_ess_below_400,n_fx2,fx2_post_mean_avg,fx2_post_mean_sd,fx2_post_mean_min,fx2_post_mean_max,fx2_bias_mean,fx2_bias_sd,fx2_rmse,fx2_mae,fx2_coverage_rate,fx2_n_covered,fx2_n_rhat_nan,fx2_rhat_mean,fx2_rhat_max,fx2_n_rhat_above_1.01,fx2_ess_bulk_min,fx2_ess_bulk_mean,fx2_n_ess_below_400,n_fy1,fy1_post_mean_avg,fy1_post_mean_sd,fy1_post_mean_min,fy1_post_mean_max,fy1_bias_mean,fy1_bias_sd,fy1_rmse,fy1_mae,fy1_coverage_rate,fy1_n_covered,fy1_n_rhat_nan,fy1_rhat_mean,fy1_rhat_max,fy1_n_rhat_above_1.01,fy1_ess_bulk_min,fy1_ess_bulk_mean,fy1_n_ess_below_400,n_fy2,fy2_post_mean_avg,fy2_post_mean_sd,fy2_post_mean_min,fy2_post_mean_max,fy2_bias_mean,fy2_bias_sd,fy2_rmse,fy2_mae,fy2_coverage_rate,fy2_n_covered,fy2_n_rhat_nan,fy2_rhat_mean,fy2_rhat_max,fy2_n_rhat_above_1.01,fy2_ess_bulk_min,fy2_ess_bulk_mean,fy2_n_ess_below_400,n_fz1,fz1_post_mean_avg,fz1_post_mean_sd,fz1_post_mean_min,fz1_post_mean_max,fz1_bias_mean,fz1_bias_sd,fz1_rmse,fz1_mae,fz1_coverage_rate,fz1_n_covered,fz1_n_rhat_nan,fz1_rhat_mean,fz1_rhat_max,fz1_n_rhat_above_1.01,fz1_ess_bulk_min,fz1_ess_bulk_mean,fz1_n_ess_below_400,n_fz2,fz2_post_mean_avg,fz2_post_mean_sd,fz2_post_mean_min,fz2_post_mean_max,fz2_bias_mean,fz2_bias_sd,fz2_rmse,fz2_mae,fz2_coverage_rate,fz2_n_covered,fz2_n_rhat_nan,fz2_rhat_mean,fz2_rhat_max,fz2_n_rhat_above_1.01,fz2_ess_bulk_min,fz2_ess_bulk_mean,fz2_n_ess_below_400
28,28,power_law,4.838,1.0,10664.0,-0.16199999999999992,0.16199999999999992,3.2399999999999984,1,1,2.067,1.0,10090.0,0.06700000000000017,0.06700000000000017,3.3500000000000085,1,1,2.671,1.0,17547.0,-2.329,2.329,46.580000000000005,1,1,2.601,1.0,15111.0,0.601,0.601,30.049999999999997,1,1,0.79,1.0,10279.0,-0.20999999999999996,0.20999999999999996,20.999999999999996,0,1,0.013,1.0,12494.0,0.002999999999999999,0.002999999999999999,29.999999999999993,1,1,0.316,1.0,11785.0,0.016000000000000014,0.016000000000000014,5.333333333333338,1,1,18.669,1.0,22733.0,0.6690000000000005,0.6690000000000005,3.7166666666666694,1,1,4,0.0625,0.030995967479657736,0.035,0.115,0.0625,0.030995967479657736,0.06976388750635962,0.0625,1.0,4,0,1.0,1.0,0,4734.0,13315.25,0,4,5.5295000000000005,0.20346682776315164,5.22,5.734,5.5295000000000005,0.20346682776315164,5.533242177964019,5.5295000000000005,1.0,4,0,1.0,1.0,0,12313.0,16866.75,0,4,0.018250000000000002,0.1773603323745194,-0.251,0.199,0.018250000000000002,0.1773603323745194,0.17829680311211415,0.15825,1.0,4,0,1.0,1.0,0,12581.0,18934.5,0,4,29.038,3.4970601224457094,25.563,33.768,29.038,3.4970601224457094,29.247818269060687,29.038,1.0,4,0,1.0,1.0,0,12288.0,15137.5,0,4,0.846,0.017117242768623704,0.825,0.871,0.246,0.017117242768623704,0.2465948093533195,0.246,0.0,0,0,1.0,1.0,0,4809.0,6877.5,0,4,0.3035,0.0008660254037844395,0.303,0.305,-0.2965,0.0008660254037844395,0.2965012647527831,0.2965,1.0,4,0,1.0,1.0,0,16337.0,16907.25,0
29,29,power_law,3.745,1.0,7887.0,-1.255,1.255,25.1,1,1,1.984,1.0,6619.0,-0.016000000000000014,0.016000000000000014,0.8000000000000007,1,1,3.921,1.0,17872.0,-1.0790000000000002,1.0790000000000002,21.580000000000005,1,1,2.13,1.0,12128.0,0.1299999999999999,0.1299999999999999,6.499999999999995,1,1,0.838,1.0,11171.0,-0.16200000000000003,0.16200000000000003,16.200000000000003,0,1,0.01,1.0,27795.0,0.0,0.0,0.0,1,1,0.3,1.0,15492.0,0.0,0.0,0.0,1,1,18.213,1.0,7547.0,0.21300000000000097,0.21300000000000097,1.1833333333333387,1,1,4,0.051000000000000004,0.021459263733874932,0.031,0.087,0.051000000000000004,0.021459263733874932,0.055330823236239675,0.051000000000000004,1.0,4,0,1.0,1.0,0,2178.0,7961.5,0,4,5.599499999999999,2.4365502765180116,1.397,7.314,5.599499999999999,2.4365502765180116,6.106650268354984,5.599499999999999,1.0,4,0,1.0,1.0,0,4720.0,7597.5,0,4,0.02774999999999999,0.15037681835974587,-0.214,0.181,0.02774999999999999,0.15037681835974587,0.1529158265190363,0.13474999999999998,1.0,4,0,1.0,1.0,0,14387.0,20268.0,0,4,27.658500000000004,8.21561271299956,18.239,38.515,27.658500000000004,8.21561271299956,28.852883989299926,27.658500000000004,0.5,2,0,1.0,1.0,0,2441.0,5616.0,0,4,0.91225,0.01273528562695004,0.9,0.933,0.31225,0.01273528562695004,0.31250959985254856,0.31225,0.0,0,0,1.0,1.0,0,5125.0,8472.25,0,4,0.47150000000000003,0.018768324379123447,0.453,0.497,-0.12849999999999998,0.01876832437912345,0.12986338976016296,0.12849999999999998,1.0,4,0,1.0,1.0,0,10619.0,11397.25,0
30,30,power_law,5.326,1.0,14836.0,0.3259999999999996,0.3259999999999996,6.5199999999999925,1,1,2.094,1.0,14402.0,0.09399999999999986,0.09399999999999986,4.699999999999993,1,1,2.869,1.0,16676.0,-2.131,2.131,42.62,1,1,2.598,1.0,22717.0,0.5979999999999999,0.5979999999999999,29.89999999999999,1,1,0.765,1.0,8552.0,-0.235,0.235,23.5,0,1,0.008,1.0,35782.0,-0.002,0.002,20.0,1,1,0.274,1.0,37625.0,-0.025999999999999968,0.025999999999999968,8.666666666666655,1,1,17.793,1.0,32051.0,-0.20700000000000074,0.20700000000000074,1.1500000000000041,1,1,4,0.0685,0.035316426772820604,0.033,0.123,0.0685,0.035316426772820604,0.0770681516581266,0.0685,1.0,4,0,1.0,1.0,0,8736.0,16283.5,0,4,5.44025,0.5865140130465768,4.425,5.807,5.44025,0.5865140130465768,5.471774734946606,5.44025,1.0,4,0,1.0,1.0,0,13678.0,18073.0,0,4,-0.008999999999999994,0.09218459741193212,-0.121,0.135,-0.008999999999999994,0.09218459741193212,0.0926228913390205,0.0765,1.0,4,0,1.0,1.0,0,26063.0,29415.75,0,4,27.5885,3.258747727271936,24.496,32.962,27.5885,3.258747727271936,27.780294616868268,27.5885,1.0,4,0,1.0,1.0,0,11745.0,16351.5,0,4,0.84475,0.005356071321407143,0.838,0.85,0.24475,0.005356071321407143,0.24480859870519253,0.24475,0.0,0,0,1.0,1.0,0,5213.0,5981.75,0,4,0.3155,0.004153311931459041,0.311,0.321,-0.2845,0.004153311931459041,0.2845303147293799,0.2845,1.0,4,0,1.0,1.0,0,18230.0,19018.0,0
31,31,power_law,4.525,1.0,11719.0,-0.47499999999999964,0.47499999999999964,9.499999999999993,1,1,1.935,1.0,11476.0,-0.06499999999999995,0.06499999999999995,3.2499999999999973,1,1,2.755,1.0,5558.0,-2.245,2.245,44.9,1,1,2.605,1.0,3546.0,0.605,0.605,30.25,1,1,0.771,1.0,10932.0,-0.22899999999999998,0.22899999999999998,22.9,0,1,0.007,1.0,26630.0,-0.003,0.003,30.0,1,1,0.289,1.0,4579.0,-0.01100000000000001,0.01100000000000001,3.66666666666667,1,1,16.697,1.0,6524.0,-1.3030000000000008,1.3030000000000008,7.238888888888893,1,1,4,0.07075,0.029063508047033827,0.044,0.118,0.07075,0.029063508047033827,0.07648692698755781,0.07075,1.0,4,0,1.0,1.0,0,3215.0,6748.5,0,4,5.3495,0.17648300201435846,5.164,5.625,5.3495,0.17648300201435846,5.3524103448820135,5.3495,1.0,4,0,1.0,1.0,0,3443.0,11565.5,0,4,-0.020500000000000004,0.1035482979097194,-0.117,0.151,-0.020500000000000004,0.1035482979097194,0.10555804090641319,0.096,1.0,4,0,1.0,1.0,0,2905.0,18294.25,0,4,30.53125,2.9030092468850324,27.415,35.274,30.53125,2.9030092468850324,30.66895318151567,30.53125,1.0,4,0,1.0,1.0,0,7769.0,10203.25,0,4,0.8412499999999999,0.013917165659716792,0.822,0.855,0.24125,0.013917165659716792,0.24165109145211822,0.24125,0.0,0,0,1.0,1.0,0,5781.0,7037.5,0,4,0.312,0.0014142135623730963,0.31,0.314,-0.288,0.0014142135623730963,0.28800347220129136,0.288,1.0,4,0,1.0,1.0,0,6070.0,7413.75,0
32,32,power_law,3.628,1.0,12379.0,-1.3719999999999999,1.3719999999999999,27.439999999999998,0,1,1.813,1.0,12443.0,-0.18700000000000006,0.18700000000000006,9.350000000000003,1,1,3.0,1.0,18789.0,-2.0,2.0,40.0,1,1,2.466,1.0,17844.0,0.4660000000000002,0.4660000000000002,23.30000000000001,1,1,0.817,1.0,13338.0,-0.18300000000000005,0.18300000000000005,18.300000000000004,0,1,0.014,1.0,32695.0,0.004,0.004,40.0,1,1,0.314,1.0,34281.0,0.014000000000000012,0.014000000000000012,4.666666666666671,1,1,18.543,1.0,28837.0,0.5429999999999993,0.5429999999999993,3.0166666666666626,1,1,4,0.0545,0.025154522456210533,0.026,0.094,0.0545,0.025154522456210533,0.060024994793835676,0.0545,1.0,4,0,1.0,1.0,0,5660.0,13062.5,0,4,5.545,0.3983070423680705,4.86,5.822,5.545,0.3983070423680705,5.5592871395530565,5.545,1.0,4,0,1.0,1.0,0,19057.0,22337.25,0,4,-0.1125,0.14241927538082758,-0.272,0.113,-0.1125,0.14241927538082758,0.18149242408431268,0.169,1.0,4,0,1.0,1.0,0,18209.0,27782.75,0,4,27.60275,1.4890813233332831,26.081,29.78,27.60275,1.4890813233332831,27.642886440276097,27.60275,1.0,4,0,1.0,1.0,0,16324.0,19842.25,0,4,0.8612500000000001,0.023920441049445577,0.839,0.898,0.26125,0.023920441049445577,0.2623428100787213,0.26125,0.0,0,0,1.0,1.0,0,5777.0,9434.0,0,4,0.28825,0.008584142356694706,0.282,0.303,-0.31175,0.008584142356694706,0.31186816124766564,0.31175,1.0,4,0,1.0,1.0,0,16722.0,17815.25,0
33,33,power_law,4.821,1.0,12822.0,-0.17900000000000027,0.17900000000000027,3.5800000000000054,1,1,1.991,1.0,13855.0,-0.008999999999999897,0.008999999999999897,0.44999999999999485,1,1,2.89,1.0,19309.0,-2.11,2.11,42.199999999999996,1,1,2.481,1.0,18794.0,0.48099999999999987,0.48099999999999987,24.049999999999994,1,1,0.806,1.0,13158.0,-0.19399999999999995,0.19399999999999995,19.399999999999995,0,1,0.011,1.0,33621.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.313,1.0,36634.0,0.013000000000000012,0.013000000000000012,4.3333333333333375,1,1,15.626,1.0,33213.0,-2.3740000000000006,2.3740000000000006,13.188888888888892,0,1,4,0.08224999999999999,0.039289788749750226,0.041,0.147,0.08224999999999999,0.039289788749750226,0.09115234500549067,0.08224999999999999,1.0,4,0,1.0,1.0,0,7128.0,13858.75,0,4,5.50375,0.16645325920509943,5.223,5.652,5.50375,0.16645325920509943,5.506266498272672,5.50375,1.0,4,0,1.0,1.0,0,20284.0,22391.75,0,4,-0.09575000000000002,0.11263297696500792,-0.279,0.026,-0.09575000000000002,0.11263297696500792,0.14783183013140305,0.10875000000000001,1.0,4,0,1.0,1.0,0,22836.0,27392.25,0,4,29.19525,3.8944002346317705,24.341,34.751,29.19525,3.8944002346317705,29.453844838153135,29.19525,1.0,4,0,1.0,1.0,0,15465.0,18223.0,0,4,0.8482500000000001,0.02712355986960412,0.81,0.881,0.24825000000000003,0.02712355986960412,0.2497273513254005,0.24825000000000003,0.0,0,0,1.0,1.0,0,5667.0,8224.0,0,4,0.303,0.004183300132670382,0.296,0.307,-0.297,0.004183300132670382,0.2970294598183823,0.297,1.0,4,0,1.0,1.0,0,16323.0,17199.75,0
34,34,power_law,3.963,1.0,11276.0,-1.037,1.037,20.74,1,1,1.887,1.0,10839.0,-0.11299999999999999,0.11299999999999999,5.6499999999999995,1,1,3.144,1.0,18322.0,-1.8559999999999999,1.8559999999999999,37.12,1,1,2.427,1.0,17056.0,0.42700000000000005,0.42700000000000005,21.35,1,1,0.79,1.0,12946.0,-0.20999999999999996,0.20999999999999996,20.999999999999996,0,1,0.015,1.0,38267.0,0.004999999999999999,0.004999999999999999,49.999999999999986,1,1,0.314,1.0,39232.0,0.014000000000000012,0.014000000000000012,4.666666666666671,1,1,17.301,1.0,34082.0,-0.6990000000000016,0.6990000000000016,3.883333333333342,1,1,4,0.08299999999999999,0.06521502894272148,0.028,0.192,0.08299999999999999,0.06521502894272148,0.1055556725145551,0.08299999999999999,1.0,4,0,1.0,1.0,0,2650.0,13251.5,0,4,5.34125,0.7486312092746336,4.217,6.052,5.34125,0.7486312092746336,5.393459024596368,5.34125,1.0,4,0,1.0,1.0,0,15077.0,20276.75,0,4,0.09575,0.0631124987621311,0.016,0.182,0.09575,0.0631124987621311,0.11467889954128441,0.09575,1.0,4,0,1.0,1.0,0,30176.0,31992.75,0,4,30.385749999999998,5.479331180673422,25.758,39.726,30.385749999999998,5.479331180673422,30.875829920019964,30.385749999999998,1.0,4,0,1.0,1.0,0,7335.0,13481.75,0,4,0.85925,0.01160549438843517,0.844,0.871,0.25925,0.01160549438843517,0.25950963373254565,0.25925,0.0,0,0,1.0,1.0,0,5164.0,6614.5,0,4,0.3245,0.008046738469715547,0.315,0.337,-0.27549999999999997,0.008046738469715547,0.27561748855977913,0.27549999999999997,1.0,4,0,1.0,1.0,0,16173.0,17255.5,0
35,35,power_law,5.007,1.01,8342.0,0.006999999999999673,0.006999999999999673,0.13999999999999346,1,1,1.999,1.01,558.0,-0.0009999999999998899,0.0009999999999998899,0.04999999999999449,1,1,2.423,1.01,764.0,-2.577,2.577,51.54,1,1,2.771,1.03,17025.0,0.7709999999999999,0.7709999999999999,38.55,1,0,0.753,1.0,4319.0,-0.247,0.247,24.7,0,1,0.009,1.01,588.0,-0.0010000000000000009,0.0010000000000000009,10.000000000000009,1,1,0.298,1.02,187.0,-0.0020000000000000018,0.0020000000000000018,0.6666666666666673,1,0,17.437,1.02,209.0,-0.5629999999999988,0.5629999999999988,3.127777777777771,1,0,4,0.08700000000000001,0.023377339455121923,0.051,0.116,0.08700000000000001,0.023377339455121923,0.09008606995534882,0.08700000000000001,1.0,4,0,1.0175,1.04,1,462.0,6300.5,0,4,4.8985,1.18246913278952,2.861,5.696,4.8985,1.18246913278952,5.039199886886806,4.8985,1.0,4,0,1.0175,1.03,2,84.0,5135.75,2,4,-0.07825,0.17454566021531445,-0.374,0.064,-0.07825,0.17454566021531445,0.19128316705868292,0.12675,1.0,4,0,1.01,1.02,1,852.0,11897.0,0,4,29.92125,3.346242323487647,26.435,34.954,29.92125,3.346242323487647,30.10778203803794,29.92125,1.0,4,0,1.0250000000000001,1.05,3,193.0,8216.0,2,4,0.8362499999999999,0.011986972094736863,0.829,0.857,0.23625,0.011986972094736863,0.23655390506182727,0.23625,0.0,0,0,1.02,1.05,1,5996.0,7386.5,0,4,0.35124999999999995,0.0022776083947860766,0.349,0.355,-0.24875,0.002277608394786077,0.2487604269171445,0.24875,1.0,4,0,1.05,1.05,4,13194.0,14690.5,0
36,36,power_law,4.665,1.0,14416.0,-0.33499999999999996,0.33499999999999996,6.699999999999999,1,1,2.038,1.0,15167.0,0.03799999999999981,0.03799999999999981,1.8999999999999906,1,1,3.042,1.0,18009.0,-1.9580000000000002,1.9580000000000002,39.160000000000004,1,1,2.578,1.0,20629.0,0.5779999999999998,0.5779999999999998,28.89999999999999,1,1,0.809,1.0,11891.0,-0.19099999999999995,0.19099999999999995,19.099999999999994,0,1,0.01,1.0,33201.0,0.0,0.0,0.0,1,1,0.318,1.0,42123.0,0.018000000000000016,0.018000000000000016,6.000000000000005,1,1,17.703,1.0,29215.0,-0.2970000000000006,0.2970000000000006,1.6500000000000032,1,1,4,0.0685,0.040537020117418596,0.009,0.123,0.0685,0.040537020117418596,0.07959585416339221,0.0685,1.0,4,0,1.0,1.0,0,8663.0,14876.75,0,4,5.37225,0.612277459572047,4.673,6.079,5.37225,0.612277459572047,5.4070281809881475,5.37225,1.0,4,0,1.0,1.0,0,16886.0,19074.5,0,4,0.05425000000000001,0.2013297978442337,-0.179,0.305,0.05425000000000001,0.2013297978442337,0.2085107910876557,0.19574999999999998,1.0,4,0,1.0,1.0,0,29952.0,31854.0,0,4,25.844250000000002,2.752610340658481,22.602,29.023,25.844250000000002,2.752610340658481,25.990423654684815,25.844250000000002,1.0,4,0,1.0,1.0,0,14516.0,15251.5,0,4,0.85325,0.03336446462930286,0.819,0.903,0.25325,0.03336446462930286,0.2554383487262631,0.25325,0.0,0,0,1.0,1.0,0,7364.0,9461.25,0,4,0.34125,0.0067221648298743586,0.331,0.349,-0.25875,0.0067221648298743586,0.25883730411206185,0.25875,1.0,4,0,1.0,1.0,0,17381.0,18009.5,0
37,37,power_law,5.191,1.0,9617.0,0.19099999999999984,0.19099999999999984,3.819999999999997,1,1,2.173,1.0,9980.0,0.17300000000000004,0.17300000000000004,8.650000000000002,1,1,2.658,1.0,11406.0,-2.342,2.342,46.84,1,1,2.61,1.0,12807.0,0.6099999999999999,0.6099999999999999,30.499999999999993,1,1,0.819,1.0,9763.0,-0.18100000000000005,0.18100000000000005,18.100000000000005,0,1,0.006,1.0,20444.0,-0.004,0.004,40.0,1,1,0.309,1.0,28944.0,0.009000000000000008,0.009000000000000008,3.0000000000000027,1,1,18.178,1.0,21982.0,0.17800000000000082,0.17800000000000082,0.9888888888888935,1,1,4,0.09625,0.04010221315588455,0.037,0.15,0.09625,0.04010221315588455,0.10427008199862509,0.09625,1.0,4,0,1.0,1.0,0,3956.0,7281.0,0,4,5.336250000000001,0.18314116822822785,5.12,5.613,5.336250000000001,0.18314116822822785,5.339391795888367,5.336250000000001,1.0,4,0,1.0,1.0,0,11502.0,13860.25,0,4,-0.027999999999999997,0.13553597308463905,-0.254,0.084,-0.027999999999999997,0.13553597308463905,0.1383979768638256,0.10500000000000001,1.0,4,0,1.0,1.0,0,20402.0,21355.75,0,4,29.1325,2.9309497180948005,26.367,34.068,29.1325,2.9309497180948005,29.279566637844898,29.1325,1.0,4,0,1.0,1.0,0,12786.0,13791.0,0,4,0.8780000000000001,0.007648529270389184,0.87,0.89,0.278,0.0076485292703891835,0.2781051959241323,0.278,0.0,0,0,1.0,1.0,0,3585.0,5574.0,0,4,0.31975,0.001299038105676659,0.318,0.321,-0.28024999999999994,0.001299038105676659,0.2802530106885562,0.28024999999999994,1.0,4,0,1.0,1.0,0,10101.0,10780.25,0
38,38,power_law,3.933,1.0,12235.0,-1.0670000000000002,1.0670000000000002,21.340000000000003,1,1,1.971,1.0,14961.0,-0.028999999999999915,0.028999999999999915,1.4499999999999957,1,1,2.8,1.0,19104.0,-2.2,2.2,44.00000000000001,1,1,2.539,1.0,20015.0,0.5390000000000001,0.5390000000000001,26.950000000000006,1,1,0.86,1.0,15802.0,-0.14,0.14,14.000000000000002,0,1,0.016,1.0,33941.0,0.006,0.006,60.0,1,1,0.298,1.0,34271.0,-0.0020000000000000018,0.0020000000000000018,0.6666666666666673,1,1,19.786,1.0,31764.0,1.7860000000000014,1.7860000000000014,9.92222222222223,1,1,4,0.1785,0.09965314847008097,0.029,0.309,0.1785,0.09965314847008097,0.2044333632262601,0.1785,1.0,4,0,1.0074999999999998,1.01,0,235.0,3638.75,2,4,5.449000000000001,0.2248221519334784,5.21,5.796,5.449000000000001,0.2248221519334784,5.453636034793668,5.449000000000001,1.0,4,0,1.0,1.0,0,22869.0,24199.5,0,4,0.026749999999999996,0.24355633331941914,-0.28,0.392,0.026749999999999996,0.24355633331941914,0.24502091747440669,0.19974999999999998,1.0,4,0,1.0,1.0,0,29634.0,31461.75,0,4,29.189,1.7621353523495293,26.758,31.462,29.189,1.7621353523495293,29.242141542643555,29.189,1.0,4,0,1.0,1.0,0,17710.0,20015.0,0,4,0.9067500000000001,0.009832980219648577,0.896,0.918,0.3067500000000001,0.009832980219648577,0.3069075593725251,0.3067500000000001,0.0,0,0,1.0,1.0,0,6358.0,8721.0,0,4,0.30575,0.002861380785564902,0.302,0.309,-0.29425,0.002861380785564902,0.2942639121604958,0.29425,1.0,4,0,1.0,1.0,0,18796.0,19097.25,0
39,39,power_law,4.064,1.0,12010.0,-0.9359999999999999,0.9359999999999999,18.72,1,1,1.922,1.0,12755.0,-0.07800000000000007,0.07800000000000007,3.9000000000000035,1,1,2.865,1.0,13695.0,-2.135,2.135,42.699999999999996,1,1,2.679,1.0,16028.0,0.6789999999999998,0.6789999999999998,33.94999999999999,1,1,0.815,1.0,11118.0,-0.18500000000000005,0.18500000000000005,18.500000000000007,0,1,0.011,1.0,23778.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.299,1.0,27128.0,-0.0010000000000000009,0.0010000000000000009,0.33333333333333365,1,1,17.628,1.0,22256.0,-0.3719999999999999,0.3719999999999999,2.066666666666666,1,1,4,0.04925,0.01926622692693097,0.02,0.073,0.04925,0.01926622692693097,0.05288430769141258,0.04925,1.0,4,0,1.0,1.0,0,8323.0,13222.0,0,4,5.215,0.5449004496235987,4.492,5.918,5.215,0.5449004496235987,5.243390267756158,5.215,1.0,4,0,1.0,1.0,0,14548.0,16256.5,0,4,0.07325000000000001,0.077127734959611,-0.014,0.166,0.07325000000000001,0.077127734959611,0.10636846337143355,0.08025000000000002,1.0,4,0,1.0,1.0,0,21459.0,24379.75,0,4,26.350749999999998,1.265443079518,24.725,28.117,26.350749999999998,1.265443079518,26.381117712295662,26.350749999999998,1.0,4,0,1.0,1.0,0,10229.0,11668.5,0,4,0.849,0.03555980877338913,0.821,0.908,0.249,0.03555980877338913,0.25152634056893525,0.249,0.0,0,0,1.0,1.0,0,6156.0,8660.0,0,4,0.34950000000000003,0.007365459931328108,0.341,0.361,-0.25049999999999994,0.007365459931328108,0.2506082600394488,0.25049999999999994,1.0,4,0,1.0,1.0,0,12624.0,13135.0,0
40,40,power_law,4.09,1.0,12274.0,-0.9100000000000001,0.9100000000000001,18.200000000000003,1,1,1.872,1.0,12471.0,-0.1279999999999999,0.1279999999999999,6.399999999999995,1,1,2.647,1.0,14656.0,-2.353,2.353,47.06,1,1,2.625,1.0,16627.0,0.625,0.625,31.25,1,1,0.776,1.0,7432.0,-0.22399999999999998,0.22399999999999998,22.4,0,1,0.015,1.0,25643.0,0.004999999999999999,0.004999999999999999,49.999999999999986,1,1,0.294,1.0,28362.0,-0.006000000000000005,0.006000000000000005,2.0000000000000018,1,1,19.027,1.0,27088.0,1.027000000000001,1.027000000000001,5.705555555555561,1,1,4,0.09675,0.06992987558976492,0.023,0.179,0.09675,0.06992987558976492,0.11937650522611222,0.09675,1.0,4,0,1.0,1.0,0,2795.0,11245.0,0,4,5.48475,0.3743216364304901,4.864,5.866,5.48475,0.3743216364304901,5.49750845838367,5.48475,1.0,4,0,1.0,1.0,0,13617.0,16438.0,0,4,0.18075,0.12362316732716405,0.084,0.393,0.18075,0.12362316732716405,0.21898230522122103,0.18075,0.75,3,0,1.0,1.0,0,22318.0,24514.75,0,4,28.47725,1.4958529966209915,26.937,30.826,28.47725,1.4958529966209915,28.51651002051268,28.47725,1.0,4,0,1.0,1.0,0,11154.0,15311.25,0,4,0.8465,0.0075663729752107846,0.837,0.858,0.2465,0.0075663729752107846,0.2466160984201964,0.2465,0.0,0,0,1.0,1.0,0,4412.0,5529.0,0,4,0.3065,0.0005000000000000004,0.306,0.307,-0.2935,0.0005000000000000004,0.29350042589406916,0.2935,1.0,4,0,1.0,1.0,0,13581.0,14499.0,0
41,41,power_law,4.862,1.0,11340.0,-0.1379999999999999,0.1379999999999999,2.759999999999998,1,1,2.09,1.0,10783.0,0.08999999999999986,0.08999999999999986,4.499999999999993,1,1,3.008,1.0,20208.0,-1.992,1.992,39.839999999999996,1,1,2.362,1.0,13371.0,0.3620000000000001,0.3620000000000001,18.100000000000005,1,1,0.834,1.0,13571.0,-0.16600000000000004,0.16600000000000004,16.600000000000005,0,1,0.015,1.0,34014.0,0.004999999999999999,0.004999999999999999,49.999999999999986,1,1,0.314,1.0,35196.0,0.014000000000000012,0.014000000000000012,4.666666666666671,1,1,18.324,1.0,29826.0,0.3240000000000016,0.3240000000000016,1.800000000000009,1,1,4,0.09775,0.048064409910036354,0.033,0.168,0.09775,0.048064409910036354,0.10892772833397381,0.09775,1.0,4,0,1.0,1.0,0,5342.0,9662.0,0,4,5.47225,0.17796822047770197,5.237,5.717,5.47225,0.17796822047770197,5.4751431716440075,5.47225,1.0,4,0,1.0,1.0,0,20821.0,22692.5,0,4,0.02799999999999999,0.147331259412251,-0.2,0.212,0.02799999999999999,0.147331259412251,0.1499683299900349,0.128,1.0,4,0,1.0,1.0,0,15064.0,26730.25,0,4,29.5345,3.3281936917793713,24.695,33.972,29.5345,3.3281936917793713,29.721432729597677,29.5345,1.0,4,0,1.0,1.0,0,14879.0,18337.5,0,4,0.85375,0.05970081657733001,0.756,0.918,0.25375000000000003,0.05970081657733001,0.2606784417630273,0.25375000000000003,0.25,1,0,1.0,1.0,0,8132.0,9761.25,0,4,0.31275,0.013386093530227567,0.297,0.327,-0.28724999999999995,0.013386093530227567,0.2875617325027793,0.28724999999999995,1.0,4,0,1.0,1.0,0,16109.0,17358.25,0
