,simulation,model,scale1_post_mean,scale1_rhat,scale1_ess_bulk,scale1_bias,scale1_abs_bias,scale1_relative_error,scale1_covered,scale1_converged,exponent1_post_mean,exponent1_rhat,exponent1_ess_bulk,exponent1_bias,exponent1_abs_bias,exponent1_relative_error,exponent1_covered,exponent1_converged,scale2_post_mean,scale2_rhat,scale2_ess_bulk,scale2_bias,scale2_abs_bias,scale2_relative_error,scale2_covered,scale2_converged,exponent2_post_mean,exponent2_rhat,exponent2_ess_bulk,exponent2_bias,exponent2_abs_bias,exponent2_relative_error,exponent2_covered,exponent2_converged,weight_post_mean,weight_rhat,weight_ess_bulk,weight_bias,weight_abs_bias,weight_relative_error,weight_covered,weight_converged,q_param_post_mean,q_param_rhat,q_param_ess_bulk,q_param_bias,q_param_abs_bias,q_param_relative_error,q_param_covered,q_param_converged,pi0_post_mean,pi0_rhat,pi0_ess_bulk,pi0_bias,pi0_abs_bias,pi0_relative_error,pi0_covered,pi0_converged,phi_post_mean,phi_rhat,phi_ess_bulk,phi_bias,phi_abs_bias,phi_relative_error,phi_covered,phi_converged,n_fx1,fx1_post_mean_avg,fx1_post_mean_sd,fx1_post_mean_min,fx1_post_mean_max,fx1_bias_mean,fx1_bias_sd,fx1_rmse,fx1_mae,fx1_coverage_rate,fx1_n_covered,fx1_n_rhat_nan,fx1_rhat_mean,fx1_rhat_max,fx1_n_rhat_above_1.01,fx1_ess_bulk_min,fx1_ess_bulk_mean,fx1_n_ess_below_400,n_fx2,fx2_post_mean_avg,fx2_post_mean_sd,fx2_post_mean_min,fx2_post_mean_max,fx2_bias_mean,fx2_bias_sd,fx2_rmse,fx2_mae,fx2_coverage_rate,fx2_n_covered,fx2_n_rhat_nan,fx2_rhat_mean,fx2_rhat_max,fx2_n_rhat_above_1.01,fx2_ess_bulk_min,fx2_ess_bulk_mean,fx2_n_ess_below_400,n_fy1,fy1_post_mean_avg,fy1_post_mean_sd,fy1_post_mean_min,fy1_post_mean_max,fy1_bias_mean,fy1_bias_sd,fy1_rmse,fy1_mae,fy1_coverage_rate,fy1_n_covered,fy1_n_rhat_nan,fy1_rhat_mean,fy1_rhat_max,fy1_n_rhat_above_1.01,fy1_ess_bulk_min,fy1_ess_bulk_mean,fy1_n_ess_below_400,n_fy2,fy2_post_mean_avg,fy2_post_mean_sd,fy2_post_mean_min,fy2_post_mean_max,fy2_bias_mean,fy2_bias_sd,fy2_rmse,fy2_mae,fy2_coverage_rate,fy2_n_covered,fy2_n_rhat_nan,fy2_rhat_mean,fy2_rhat_max,fy2_n_rhat_above_1.01,fy2_ess_bulk_min,fy2_ess_bulk_mean,fy2_n_ess_below_400,n_fz1,fz1_post_mean_avg,fz1_post_mean_sd,fz1_post_mean_min,fz1_post_mean_max,fz1_bias_mean,fz1_bias_sd,fz1_rmse,fz1_mae,fz1_coverage_rate,fz1_n_covered,fz1_n_rhat_nan,fz1_rhat_mean,fz1_rhat_max,fz1_n_rhat_above_1.01,fz1_ess_bulk_min,fz1_ess_bulk_mean,fz1_n_ess_below_400,n_fz2,fz2_post_mean_avg,fz2_post_mean_sd,fz2_post_mean_min,fz2_post_mean_max,fz2_bias_mean,fz2_bias_sd,fz2_rmse,fz2_mae,fz2_coverage_rate,fz2_n_covered,fz2_n_rhat_nan,fz2_rhat_mean,fz2_rhat_max,fz2_n_rhat_above_1.01,fz2_ess_bulk_min,fz2_ess_bulk_mean,fz2_n_ess_below_400
72,72,power_law,4.936,1.0,10676.0,-0.06400000000000006,0.06400000000000006,1.2800000000000011,1,1,2.047,1.0,11379.0,0.04700000000000015,0.04700000000000015,2.3500000000000076,1,1,2.735,1.0,17224.0,-2.265,2.265,45.300000000000004,1,1,2.6,1.0,16474.0,0.6000000000000001,0.6000000000000001,30.000000000000004,1,1,0.79,1.0,10914.0,-0.20999999999999996,0.20999999999999996,20.999999999999996,0,1,0.011,1.0,32368.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.312,1.0,31676.0,0.01200000000000001,0.01200000000000001,4.0000000000000036,1,1,18.874,1.0,28441.0,0.8739999999999988,0.8739999999999988,4.855555555555549,1,1,4,0.09375,0.04503540274051072,0.042,0.166,0.09375,0.04503540274051072,0.10400600944176255,0.09375,1.0,4,0,1.0,1.0,0,4537.0,10305.25,0,4,5.36475,0.385256651467564,4.736,5.742,5.36475,0.385256651467564,5.378565352396492,5.36475,1.0,4,0,1.0,1.0,0,16029.0,18963.75,0,4,-0.093,0.12066896867049126,-0.258,0.08,-0.093,0.12066896867049126,0.15234828518890522,0.133,1.0,4,0,1.0,1.0,0,15905.0,22377.25,0,4,28.179000000000002,2.112190687414373,25.836,31.284,28.179000000000002,2.112190687414373,28.258050012341613,28.179000000000002,1.0,4,0,1.0,1.0,0,13186.0,15348.5,0,4,0.8434999999999999,0.01845941494197475,0.819,0.871,0.2435,0.01845941494197475,0.2441986895951737,0.2435,0.0,0,0,1.0,1.0,0,5614.0,8303.0,0,4,0.30875,0.003766629793329844,0.305,0.315,-0.29125,0.003766629793329844,0.29127435520484807,0.29125,1.0,4,0,1.0,1.0,0,14726.0,15511.75,0
73,73,power_law,4.867,1.0,15122.0,-0.133,0.133,2.66,1,1,2.038,1.0,16750.0,0.03799999999999981,0.03799999999999981,1.8999999999999906,1,1,2.718,1.0,19976.0,-2.282,2.282,45.64,1,1,2.686,1.0,25001.0,0.6859999999999999,0.6859999999999999,34.3,1,1,0.807,1.0,13260.0,-0.19299999999999995,0.19299999999999995,19.299999999999994,0,1,0.012,1.0,37146.0,0.002,0.002,20.0,1,1,0.294,1.0,39758.0,-0.006000000000000005,0.006000000000000005,2.0000000000000018,1,1,17.771,1.0,27242.0,-0.2289999999999992,0.2289999999999992,1.272222222222218,1,1,4,0.08199999999999999,0.06345076831686122,0.022,0.18,0.08199999999999999,0.06345076831686122,0.1036822067666386,0.08199999999999999,1.0,4,0,1.0,1.0,0,3185.0,11953.5,0,4,5.39025,0.2056871106802756,5.086,5.633,5.39025,0.2056871106802756,5.394172990366549,5.39025,1.0,4,0,1.0,1.0,0,20118.0,22496.0,0,4,-0.11575,0.09215577844063821,-0.272,-0.041,-0.11575,0.09215577844063821,0.14795522971493777,0.11575,1.0,4,0,1.0,1.0,0,23642.0,24837.75,0,4,27.198249999999998,2.1093230401007808,24.991,30.444,27.198249999999998,2.1093230401007808,27.279920211576865,27.198249999999998,1.0,4,0,1.0,1.0,0,14742.0,17546.0,0,4,0.83875,0.048622911266192184,0.783,0.891,0.23875000000000005,0.048622911266192184,0.24365087728140858,0.23875000000000005,0.0,0,0,1.0,1.0,0,7523.0,9599.0,0,4,0.32575000000000004,0.002487468592766552,0.322,0.329,-0.27425,0.002487468592766552,0.2742612805337275,0.27425,1.0,4,0,1.0,1.0,0,19193.0,19749.0,0
74,74,power_law,4.795,1.0,11892.0,-0.20500000000000007,0.20500000000000007,4.100000000000001,1,1,2.066,1.0,11966.0,0.06599999999999984,0.06599999999999984,3.299999999999992,1,1,2.546,1.0,15620.0,-2.454,2.454,49.08,1,1,2.743,1.0,17287.0,0.7429999999999999,0.7429999999999999,37.14999999999999,1,1,0.786,1.0,9974.0,-0.21399999999999997,0.21399999999999997,21.4,0,1,0.01,1.0,28800.0,0.0,0.0,0.0,1,1,0.304,1.0,30334.0,0.0040000000000000036,0.0040000000000000036,1.3333333333333346,1,1,19.971,1.0,23103.0,1.971,1.971,10.95,1,1,4,0.04575,0.019447043477094403,0.022,0.073,0.04575,0.019447043477094403,0.049711668650327966,0.04575,1.0,4,0,1.0,1.0,0,7448.0,13181.75,0,4,5.334,0.562002224194887,4.38,5.784,5.334,0.562002224194887,5.363525193377952,5.334,1.0,4,0,1.0,1.0,0,12578.0,14897.75,0,4,-0.08775,0.12833622832232525,-0.29,0.042,-0.08775,0.12833622832232525,0.15546784233403382,0.10924999999999999,1.0,4,0,1.0,1.0,0,22909.0,24938.5,0,4,27.791,1.164098363541501,26.334,29.218,27.791,1.164098363541501,27.815369959790218,27.791,1.0,4,0,1.0,1.0,0,11724.0,15513.75,0,4,0.8534999999999999,0.012599603168354163,0.839,0.867,0.2535,0.012599603168354163,0.25381292323284094,0.2535,0.0,0,0,1.0,1.0,0,4949.0,6735.5,0,4,0.31975,0.0017853571071357141,0.317,0.322,-0.28024999999999994,0.001785357107135714,0.28025568682900975,0.28024999999999994,1.0,4,0,1.0,1.0,0,13282.0,13614.5,0
75,75,power_law,4.043,1.0,6851.0,-0.9569999999999999,0.9569999999999999,19.139999999999997,1,1,1.974,1.0,6580.0,-0.026000000000000023,0.026000000000000023,1.3000000000000012,1,1,3.935,1.0,16084.0,-1.065,1.065,21.3,1,1,1.873,1.0,10017.0,-0.127,0.127,6.35,1,1,0.838,1.0,14121.0,-0.16200000000000003,0.16200000000000003,16.200000000000003,0,1,0.009,1.0,27611.0,-0.0010000000000000009,0.0010000000000000009,10.000000000000009,1,1,0.294,1.0,28462.0,-0.006000000000000005,0.006000000000000005,2.0000000000000018,1,1,17.797,1.0,24479.0,-0.2029999999999994,0.2029999999999994,1.1277777777777744,1,1,4,0.11125000000000002,0.0675106473084061,0.06,0.226,0.11125000000000002,0.0675106473084061,0.13013166409448548,0.11125000000000002,1.0,4,0,1.0,1.0,0,1954.0,6107.75,0,4,5.4335,0.8050051242072936,4.188,6.405,5.4335,0.8050051242072936,5.492809435980826,5.4335,1.0,4,0,1.0,1.0,0,15638.0,19196.75,0,4,0.0305,0.2862319863327647,-0.369,0.309,0.0305,0.2862319863327647,0.2878523927293292,0.27149999999999996,1.0,4,0,1.0,1.0,0,18980.0,24191.0,0,4,33.64075,6.846661828037077,22.837,40.335,33.64075,6.846661828037077,34.33040691209471,33.64075,0.75,3,0,1.0,1.0,0,6641.0,9052.0,0,4,0.87825,0.011121488209767622,0.861,0.891,0.27825,0.011121488209767622,0.2784721709614805,0.27825,0.0,0,0,1.0,1.0,0,6327.0,8638.75,0,4,0.32875,0.012376893794486574,0.315,0.343,-0.27124999999999994,0.012376893794486574,0.2715322264483536,0.27124999999999994,1.0,4,0,1.0,1.0,0,12305.0,13777.5,0
76,76,power_law,4.263,1.0,9894.0,-0.7370000000000001,0.7370000000000001,14.740000000000004,1,1,1.911,1.0,10062.0,-0.08899999999999997,0.08899999999999997,4.449999999999998,1,1,2.664,1.0,13155.0,-2.336,2.336,46.71999999999999,1,1,2.612,1.0,13509.0,0.6120000000000001,0.6120000000000001,30.600000000000005,1,1,0.797,1.0,8009.0,-0.20299999999999996,0.20299999999999996,20.299999999999997,0,1,0.013,1.0,22869.0,0.002999999999999999,0.002999999999999999,29.999999999999993,1,1,0.335,1.0,24407.0,0.03500000000000003,0.03500000000000003,11.666666666666679,0,1,16.673,1.0,14736.0,-1.3270000000000017,1.3270000000000017,7.372222222222232,1,1,4,0.061000000000000006,0.0386975451417787,0.037,0.128,0.061000000000000006,0.0386975451417787,0.07223918604192603,0.061000000000000006,1.0,4,0,1.0,1.0,0,3629.0,11639.0,0,4,5.46825,0.24942771999118282,5.214,5.877,5.46825,0.24942771999118282,5.473935718475328,5.46825,1.0,4,0,1.0,1.0,0,12794.0,14525.75,0,4,0.0019999999999999983,0.14744999152254978,-0.133,0.251,0.0019999999999999983,0.14744999152254978,0.14746355481948753,0.1235,1.0,4,0,1.0,1.0,0,21213.0,22886.25,0,4,28.32975,2.4709218295000763,25.537,32.283,28.32975,2.4709218295000763,28.437302786129347,28.32975,1.0,4,0,1.0,1.0,0,12556.0,14398.75,0,4,0.86675,0.0046569840025492935,0.86,0.873,0.26675000000000004,0.0046569840025492935,0.2667906482618909,0.26675000000000004,0.0,0,0,1.0,1.0,0,4460.0,5142.5,0,4,0.30774999999999997,0.0016393596310755017,0.305,0.309,-0.29224999999999995,0.0016393596310755017,0.29225459791079417,0.29224999999999995,1.0,4,0,1.0,1.0,0,14002.0,14528.25,0
77,77,power_law,4.729,1.0,2011.0,-0.2709999999999999,0.2709999999999999,5.419999999999998,1,1,1.995,1.0,8817.0,-0.004999999999999893,0.004999999999999893,0.24999999999999467,1,1,2.743,1.01,1538.0,-2.257,2.257,45.14,1,1,2.671,1.0,17494.0,0.6709999999999998,0.6709999999999998,33.54999999999999,1,1,0.784,1.0,2819.0,-0.21599999999999997,0.21599999999999997,21.599999999999998,0,1,0.015,1.01,333.0,0.004999999999999999,0.004999999999999999,49.999999999999986,1,1,0.306,1.01,32550.0,0.006000000000000005,0.006000000000000005,2.0000000000000018,1,1,16.724,1.0,3074.0,-1.2759999999999998,1.2759999999999998,7.088888888888888,1,1,4,0.06875,0.023327826731180938,0.045,0.105,0.06875,0.023327826731180938,0.07259993112944392,0.06875,1.0,4,0,1.005,1.01,0,461.0,8754.75,0,4,5.11,0.8998002556123221,3.64,6.065,5.11,0.8998002556123221,5.188616434079513,5.11,1.0,4,0,1.0025,1.01,0,1455.0,8603.0,0,4,-0.05525000000000001,0.2416685488432452,-0.373,0.296,-0.05525000000000001,0.2416685488432452,0.2479037111460819,0.20325,1.0,4,0,1.0025,1.01,0,1472.0,20630.5,0,4,27.5505,1.7531990046768793,25.63,30.084,27.5505,1.7531990046768793,27.606226779478575,27.5505,1.0,4,0,1.0,1.0,0,1099.0,7306.0,0,4,0.8604999999999999,0.00626498204307084,0.852,0.867,0.2605,0.00626498204307084,0.2605753250021959,0.2605,0.0,0,0,1.0,1.0,0,958.0,1159.25,0,4,0.34500000000000003,0.004301162633521292,0.34,0.351,-0.255,0.004301162633521292,0.2550362719300923,0.255,1.0,4,0,1.01,1.01,0,503.0,591.25,0
78,78,power_law,4.045,1.01,1288.0,-0.9550000000000001,0.9550000000000001,19.1,1,1,1.92,1.0,2175.0,-0.08000000000000007,0.08000000000000007,4.0000000000000036,1,1,2.721,1.01,17063.0,-2.279,2.279,45.58,1,1,2.492,1.0,1185.0,0.492,0.492,24.6,1,1,0.83,1.0,10836.0,-0.17000000000000004,0.17000000000000004,17.000000000000004,0,1,0.008,1.0,2569.0,-0.002,0.002,20.0,1,1,0.305,1.01,327.0,0.0050000000000000044,0.0050000000000000044,1.6666666666666683,1,1,18.369,1.01,461.0,0.3689999999999998,0.3689999999999998,2.0499999999999985,1,1,4,0.10175,0.057642757567625096,0.039,0.179,0.10175,0.057642757567625096,0.11694336235973378,0.10175,1.0,4,0,1.0025,1.01,0,893.0,4397.75,0,4,5.6375,0.13928478021664828,5.492,5.824,5.6375,0.13928478021664828,5.6392203805136045,5.6375,1.0,4,0,1.0074999999999998,1.01,0,787.0,16002.5,0,4,-0.07375,0.18982541320908536,-0.301,0.139,-0.07375,0.18982541320908536,0.20364859439730978,0.18675,1.0,4,0,1.0025,1.01,0,19889.0,26949.0,0,4,28.772750000000002,1.1202621066071996,27.487,30.511,28.772750000000002,1.1202621066071996,28.794550348112747,28.772750000000002,1.0,4,0,1.005,1.01,0,822.0,16732.0,0,4,0.87375,0.010638961415476616,0.862,0.89,0.27375000000000005,0.010638961415476616,0.27395665715583556,0.27375000000000005,0.0,0,0,1.01,1.01,0,487.0,686.75,0,4,0.28625,0.002680951323690905,0.282,0.289,-0.31375000000000003,0.0026809513236909044,0.3137614539741936,0.31375000000000003,1.0,4,0,1.01,1.01,0,18161.0,18994.5,0
79,79,power_law,2.765,1.0,12175.0,-2.235,2.235,44.699999999999996,0,1,1.7,1.0,11424.0,-0.30000000000000004,0.30000000000000004,15.000000000000002,0,1,3.109,1.0,19353.0,-1.891,1.891,37.82,1,1,2.467,1.0,19555.0,0.4670000000000001,0.4670000000000001,23.350000000000005,1,1,0.852,1.0,16115.0,-0.14800000000000002,0.14800000000000002,14.800000000000002,0,1,0.011,1.0,34190.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.329,1.0,37419.0,0.029000000000000026,0.029000000000000026,9.666666666666677,1,1,18.29,1.0,28928.0,0.28999999999999915,0.28999999999999915,1.6111111111111063,1,1,4,0.05225,0.02144032415799724,0.029,0.077,0.05225,0.02144032415799724,0.05647787177293422,0.05225,1.0,4,0,1.0,1.0,0,4575.0,8456.75,0,4,5.27825,0.49587567746361566,4.613,5.883,5.27825,0.49587567746361566,5.301491841925252,5.27825,1.0,4,0,1.0,1.0,0,19356.0,21415.0,0,4,0.14475,0.04506869756272084,0.069,0.183,0.14475,0.04506869756272084,0.15160392475130716,0.14475,1.0,4,0,1.0,1.0,0,25488.0,32122.75,0,4,26.796,2.578924000431187,23.549,30.711,26.796,2.578924000431187,26.919815471135752,26.796,1.0,4,0,1.0,1.0,0,13973.0,16573.0,0,4,0.8979999999999999,0.020186629238186368,0.872,0.921,0.29800000000000004,0.020186629238186368,0.29868294226487063,0.29800000000000004,0.0,0,0,1.0,1.0,0,6511.0,10539.25,0,4,0.34675,0.004322904116447638,0.343,0.354,-0.25325,0.004322904116447638,0.2532868926731109,0.25325,1.0,4,0,1.0,1.0,0,18947.0,19565.25,0
80,80,power_law,5.211,1.0,10514.0,0.2110000000000003,0.2110000000000003,4.220000000000006,1,1,2.189,1.0,12414.0,0.18900000000000006,0.18900000000000006,9.450000000000003,1,1,2.917,1.0,12794.0,-2.083,2.083,41.660000000000004,1,1,2.526,1.0,19611.0,0.5259999999999998,0.5259999999999998,26.29999999999999,1,1,0.8,1.0,10267.0,-0.19999999999999996,0.19999999999999996,19.999999999999996,0,1,0.008,1.0,31679.0,-0.002,0.002,20.0,1,1,0.331,1.0,33157.0,0.031000000000000028,0.031000000000000028,10.333333333333343,1,1,22.427,1.0,25342.0,4.427,4.427,24.59444444444444,0,1,4,0.06075,0.03325187964611925,0.036,0.118,0.06075,0.03325187964611925,0.06925496372102147,0.06075,1.0,4,0,1.0,1.0,0,2780.0,11568.0,0,4,5.526249999999999,0.43335399790471546,4.824,5.899,5.526249999999999,0.43335399790471546,5.543215199683303,5.526249999999999,1.0,4,0,1.0,1.0,0,14775.0,18450.75,0,4,-0.10225,0.030572659354397024,-0.155,-0.082,-0.10225,0.030572659354397024,0.10672277170313747,0.10225,1.0,4,0,1.0,1.0,0,24539.0,25656.25,0,4,27.3965,1.960427695682756,24.569,29.825,27.3965,1.960427695682756,27.466552186250098,27.3965,1.0,4,0,1.0,1.0,0,16172.0,18312.0,0,4,0.86175,0.009601432184835768,0.853,0.878,0.26175000000000004,0.009601432184835768,0.2619260391790018,0.26175000000000004,0.0,0,0,1.0,1.0,0,4586.0,5877.5,0,4,0.2915,0.005722761571129804,0.284,0.298,-0.3085,0.005722761571129804,0.308553074850989,0.3085,1.0,4,0,1.0,1.0,0,15785.0,16401.5,0
81,81,power_law,4.081,1.0,11081.0,-0.9189999999999996,0.9189999999999996,18.379999999999992,1,1,1.894,1.0,11641.0,-0.1060000000000001,0.1060000000000001,5.300000000000004,1,1,2.739,1.0,17645.0,-2.261,2.261,45.220000000000006,1,1,2.644,1.0,18796.0,0.6440000000000001,0.6440000000000001,32.2,1,1,0.798,1.0,9084.0,-0.20199999999999996,0.20199999999999996,20.199999999999996,0,1,0.016,1.0,31571.0,0.006,0.006,60.0,1,1,0.306,1.0,34425.0,0.006000000000000005,0.006000000000000005,2.0000000000000018,1,1,17.345,1.0,30369.0,-0.6550000000000011,0.6550000000000011,3.638888888888895,1,1,4,0.054,0.041394444071638406,0.014,0.111,0.054,0.041394444071638406,0.0680404291579646,0.054,1.0,4,0,1.0,1.0,0,8381.0,16018.75,0,4,5.417,0.2880190965890975,4.996,5.784,5.417,0.2880190965890975,5.4246515095441845,5.417,1.0,4,0,1.0,1.0,0,16395.0,19188.75,0,4,0.09625,0.1106534567919141,-0.027,0.23,0.09625,0.1106534567919141,0.14665691255443775,0.10975,1.0,4,0,1.0,1.0,0,26617.0,28769.0,0,4,26.91475,1.5260639526245288,24.695,28.913,26.91475,1.5260639526245288,26.957979129563846,26.91475,1.0,4,0,1.0,1.0,0,14914.0,15855.75,0,4,0.8694999999999999,0.00502493781056045,0.865,0.878,0.2695,0.00502493781056045,0.2695468419403203,0.2695,0.0,0,0,1.0,1.0,0,5063.0,6277.75,0,4,0.3065,0.0020615528128088323,0.304,0.309,-0.2935,0.0020615528128088323,0.293507240115129,0.2935,1.0,4,0,1.0,1.0,0,17341.0,18103.25,0
82,82,power_law,5.223,1.0,11710.0,0.22299999999999986,0.22299999999999986,4.459999999999997,1,1,2.032,1.0,12011.0,0.03200000000000003,0.03200000000000003,1.6000000000000014,1,1,2.958,1.0,16779.0,-2.042,2.042,40.839999999999996,1,1,2.509,1.0,19731.0,0.5089999999999999,0.5089999999999999,25.449999999999996,1,1,0.8,1.0,13604.0,-0.19999999999999996,0.19999999999999996,19.999999999999996,0,1,0.011,1.0,33411.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.309,1.0,37077.0,0.009000000000000008,0.009000000000000008,3.0000000000000027,1,1,16.013,1.0,33178.0,-1.9869999999999983,1.9869999999999983,11.03888888888888,1,1,4,0.10999999999999999,0.043127717305695645,0.048,0.156,0.10999999999999999,0.043127717305695645,0.11815244390193544,0.10999999999999999,1.0,4,0,1.0,1.0,0,5591.0,8769.5,0,4,5.41025,0.3433732480843551,4.829,5.684,5.41025,0.3433732480843551,5.421135512971429,5.41025,1.0,4,0,1.0,1.0,0,18686.0,19540.5,0,4,0.055499999999999994,0.22878428704786521,-0.196,0.417,0.055499999999999994,0.22878428704786521,0.23541983773675487,0.1875,1.0,4,0,1.0,1.0,0,23731.0,27565.5,0,4,28.123250000000002,4.105440985752931,23.168,34.574,28.123250000000002,4.105440985752931,28.421327137380477,28.123250000000002,1.0,4,0,1.0,1.0,0,13378.0,16148.0,0,4,0.85075,0.01772533497567819,0.83,0.879,0.25075000000000003,0.01772533497567819,0.25137571481748194,0.25075000000000003,0.0,0,0,1.0,1.0,0,5318.0,8347.0,0,4,0.32625000000000004,0.0004330127018922197,0.326,0.327,-0.27375,0.00043301270189221973,0.2737503424655392,0.27375,1.0,4,0,1.0,1.0,0,17928.0,18529.5,0
83,83,power_law,3.514,1.0,8213.0,-1.4860000000000002,1.4860000000000002,29.720000000000002,0,1,1.866,1.0,9441.0,-0.1339999999999999,0.1339999999999999,6.699999999999995,1,1,3.067,1.0,10186.0,-1.9329999999999998,1.9329999999999998,38.66,1,1,2.718,1.0,11132.0,0.718,0.718,35.9,1,1,0.793,1.0,9655.0,-0.20699999999999996,0.20699999999999996,20.699999999999996,0,1,0.019,1.0,32004.0,0.009,0.009,89.99999999999999,1,1,0.296,1.0,29068.0,-0.0040000000000000036,0.0040000000000000036,1.3333333333333346,1,1,19.369,1.0,12249.0,1.3689999999999998,1.3689999999999998,7.605555555555554,1,1,4,0.06275000000000001,0.03856407006528227,0.025,0.116,0.06275000000000001,0.03856407006528227,0.0736529021831455,0.06275000000000001,1.0,4,0,1.0,1.0,0,4343.0,10455.0,0,4,4.51025,1.6071245090222475,2.336,6.454,4.51025,1.6071245090222475,4.788027177241165,4.51025,1.0,4,0,1.0,1.0,0,2810.0,7555.5,0,4,0.07200000000000001,0.0798655119560377,-0.065,0.132,0.07200000000000001,0.0798655119560377,0.10752906583803283,0.10450000000000001,1.0,4,0,1.0,1.0,0,17897.0,20527.75,0,4,24.516,6.281260502478782,16.622,33.885,24.516,6.281260502478782,25.30787406124821,24.516,1.0,4,0,1.0,1.0,0,2096.0,5136.25,0,4,0.8975,0.006103277807866857,0.887,0.902,0.29750000000000004,0.0061032778078668574,0.29756259845619043,0.29750000000000004,0.0,0,0,1.0,1.0,0,5268.0,5864.0,0,4,0.499,0.004062019202317984,0.495,0.504,-0.10099999999999998,0.004062019202317984,0.101081650164607,0.10099999999999998,1.0,4,0,1.0,1.0,0,5213.0,5562.0,0
84,84,power_law,4.152,1.0,11204.0,-0.8479999999999999,0.8479999999999999,16.959999999999997,1,1,1.902,1.0,11630.0,-0.09800000000000009,0.09800000000000009,4.900000000000004,1,1,2.641,1.0,14215.0,-2.359,2.359,47.18,1,1,2.634,1.0,18878.0,0.6339999999999999,0.6339999999999999,31.699999999999996,1,1,0.804,1.0,10759.0,-0.19599999999999995,0.19599999999999995,19.599999999999994,0,1,0.009,1.0,28068.0,-0.0010000000000000009,0.0010000000000000009,10.000000000000009,1,1,0.298,1.0,34856.0,-0.0020000000000000018,0.0020000000000000018,0.6666666666666673,1,1,17.863,1.0,23021.0,-0.13700000000000045,0.13700000000000045,0.7611111111111136,1,1,4,0.06075,0.015658464164789596,0.039,0.078,0.06075,0.015658464164789596,0.06273555610656528,0.06075,1.0,4,0,1.0,1.0,0,5583.0,12035.25,0,4,5.4305,0.4440937401044966,4.744,5.873,5.4305,0.4440937401044966,5.448628221855479,5.4305,1.0,4,0,1.0,1.0,0,16263.0,16632.75,0,4,0.006249999999999999,0.15745535081412762,-0.212,0.172,0.006249999999999999,0.15745535081412762,0.15757934509319424,0.14925,1.0,4,0,1.0,1.0,0,15472.0,21431.25,0,4,27.594,1.7125327734090237,25.477,29.547,27.594,1.7125327734090237,27.647090344193547,27.594,1.0,4,0,1.0,1.0,0,13223.0,15179.0,0,4,0.84275,0.026337947907914185,0.821,0.886,0.24275,0.026337947907914185,0.24417463013179727,0.24275,0.0,0,0,1.0,1.0,0,6052.0,8554.25,0,4,0.31174999999999997,0.0023848480035423662,0.309,0.315,-0.28824999999999995,0.0023848480035423662,0.28825986539926085,0.28824999999999995,1.0,4,0,1.0,1.0,0,14360.0,14621.25,0
85,85,power_law,5.254,1.0,9564.0,0.25399999999999956,0.25399999999999956,5.079999999999991,1,1,2.13,1.0,10185.0,0.1299999999999999,0.1299999999999999,6.499999999999995,1,1,2.747,1.0,14386.0,-2.253,2.253,45.06,1,1,2.56,1.0,15302.0,0.56,0.56,28.000000000000004,1,1,0.79,1.0,9091.0,-0.20999999999999996,0.20999999999999996,20.999999999999996,0,1,0.011,1.0,23633.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.324,1.0,32418.0,0.02400000000000002,0.02400000000000002,8.000000000000007,1,1,17.233,1.0,20031.0,-0.7669999999999995,0.7669999999999995,4.2611111111111075,1,1,4,0.07999999999999999,0.02118962010041709,0.053,0.107,0.07999999999999999,0.02118962010041709,0.08275868534480232,0.07999999999999999,1.0,4,0,1.0,1.0,0,8365.0,10682.75,0,4,5.4785,0.2425597864444968,5.197,5.842,5.4785,0.2425597864444968,5.4838670206342535,5.4785,1.0,4,0,1.0,1.0,0,14715.0,16394.5,0,4,-0.0885,0.14414142360889878,-0.2,0.158,-0.0885,0.14414142360889878,0.16914195221765652,0.1675,1.0,4,0,1.0,1.0,0,18929.0,21300.75,0,4,29.855999999999998,1.5426760839528177,27.964,32.253,29.855999999999998,1.5426760839528177,29.895828898025222,29.855999999999998,1.0,4,0,1.0,1.0,0,7826.0,13383.5,0,4,0.85625,0.00432290411644765,0.849,0.86,0.25625,0.00432290411644765,0.2562864608206996,0.25625,0.0,0,0,1.0,1.0,0,5030.0,5273.25,0,4,0.29774999999999996,0.0025860201081971527,0.295,0.302,-0.30224999999999996,0.0025860201081971527,0.302261062659417,0.30224999999999996,1.0,4,0,1.0,1.0,0,13901.0,14704.75,0
