,simulation,model,scale1_post_mean,scale1_rhat,scale1_ess_bulk,scale1_bias,scale1_abs_bias,scale1_relative_error,scale1_covered,scale1_converged,exponent1_post_mean,exponent1_rhat,exponent1_ess_bulk,exponent1_bias,exponent1_abs_bias,exponent1_relative_error,exponent1_covered,exponent1_converged,q_param_post_mean,q_param_rhat,q_param_ess_bulk,q_param_bias,q_param_abs_bias,q_param_relative_error,q_param_covered,q_param_converged,pi0_post_mean,pi0_rhat,pi0_ess_bulk,pi0_bias,pi0_abs_bias,pi0_relative_error,pi0_covered,pi0_converged,phi_post_mean,phi_rhat,phi_ess_bulk,phi_bias,phi_abs_bias,phi_relative_error,phi_covered,phi_converged,n_fx1,fx1_post_mean_avg,fx1_post_mean_sd,fx1_post_mean_min,fx1_post_mean_max,fx1_bias_mean,fx1_bias_sd,fx1_rmse,fx1_mae,fx1_coverage_rate,fx1_n_covered,fx1_n_rhat_nan,fx1_rhat_mean,fx1_rhat_max,fx1_n_rhat_above_1.01,fx1_ess_bulk_min,fx1_ess_bulk_mean,fx1_n_ess_below_400,n_fx2,fx2_post_mean_avg,fx2_post_mean_sd,fx2_post_mean_min,fx2_post_mean_max,fx2_bias_mean,fx2_bias_sd,fx2_rmse,fx2_mae,fx2_coverage_rate,fx2_n_covered,fx2_n_rhat_nan,fx2_rhat_mean,fx2_rhat_max,fx2_n_rhat_above_1.01,fx2_ess_bulk_min,fx2_ess_bulk_mean,fx2_n_ess_below_400,n_fy1,fy1_post_mean_avg,fy1_post_mean_sd,fy1_post_mean_min,fy1_post_mean_max,fy1_bias_mean,fy1_bias_sd,fy1_rmse,fy1_mae,fy1_coverage_rate,fy1_n_covered,fy1_n_rhat_nan,fy1_rhat_mean,fy1_rhat_max,fy1_n_rhat_above_1.01,fy1_ess_bulk_min,fy1_ess_bulk_mean,fy1_n_ess_below_400,n_fy2,fy2_post_mean_avg,fy2_post_mean_sd,fy2_post_mean_min,fy2_post_mean_max,fy2_bias_mean,fy2_bias_sd,fy2_rmse,fy2_mae,fy2_coverage_rate,fy2_n_covered,fy2_n_rhat_nan,fy2_rhat_mean,fy2_rhat_max,fy2_n_rhat_above_1.01,fy2_ess_bulk_min,fy2_ess_bulk_mean,fy2_n_ess_below_400,n_fz1,fz1_post_mean_avg,fz1_post_mean_sd,fz1_post_mean_min,fz1_post_mean_max,fz1_bias_mean,fz1_bias_sd,fz1_rmse,fz1_mae,fz1_coverage_rate,fz1_n_covered,fz1_n_rhat_nan,fz1_rhat_mean,fz1_rhat_max,fz1_n_rhat_above_1.01,fz1_ess_bulk_min,fz1_ess_bulk_mean,fz1_n_ess_below_400,n_fz2,fz2_post_mean_avg,fz2_post_mean_sd,fz2_post_mean_min,fz2_post_mean_max,fz2_bias_mean,fz2_bias_sd,fz2_rmse,fz2_mae,fz2_coverage_rate,fz2_n_covered,fz2_n_rhat_nan,fz2_rhat_mean,fz2_rhat_max,fz2_n_rhat_above_1.01,fz2_ess_bulk_min,fz2_ess_bulk_mean,fz2_n_ess_below_400
27,27,power_law,0.144,1.0,7944.0,-4.856,4.856,97.11999999999999,0,1,0.425,1.01,9380.0,-1.575,1.575,78.75,0,1,0.012,1.0,31096.0,0.002,0.002,20.0,1,1,0.306,1.0,29580.0,0.006000000000000005,0.006000000000000005,2.0000000000000018,1,1,6.874,1.02,119.0,-11.126000000000001,11.126000000000001,61.81111111111112,0,0,4,0.10175000000000001,0.03416412592179112,0.062,0.156,0.10175000000000001,0.03416412592179112,0.10733242753240979,0.10175000000000001,1.0,4,0,1.0375,1.1,2,7920.0,12861.0,0,4,0.10175000000000001,0.03416412592179112,0.062,0.156,0.10175000000000001,0.03416412592179112,0.10733242753240979,0.10175000000000001,1.0,4,0,1.0375,1.1,2,7920.0,12861.0,0,4,18.889,14.076335123177481,0.029,37.694,18.889,14.076335123177481,23.557112121395527,18.889,1.0,4,0,1.4475000000000002,1.73,3,6.0,4993.25,3,4,18.889,14.076335123177481,0.029,37.694,-31.111,14.076335123177481,34.14729171544941,31.111,0.75,3,0,1.4475000000000002,1.73,3,6.0,4993.25,3,4,0.6065,0.004272001872658769,0.601,0.612,0.006500000000000006,0.004272001872658769,0.00777817459305203,0.006500000000000006,1.0,4,0,1.0,1.0,0,6689.0,6920.75,0,4,0.6065,0.004272001872658769,0.601,0.612,-0.19350000000000006,0.004272001872658769,0.19354715187777893,0.19350000000000006,1.0,4,0,1.0,1.0,0,6689.0,6920.75,0
28,28,power_law,0.167,1.0,7680.0,-4.833,4.833,96.66,0,1,0.445,1.0,19932.0,-1.555,1.555,77.75,0,1,0.014,1.0,24868.0,0.004,0.004,40.0,1,1,0.331,1.0,26807.0,0.031000000000000028,0.031000000000000028,10.333333333333343,0,1,7.529,1.0,22826.0,-10.471,10.471,58.172222222222224,0,1,4,0.081,0.02585536694769579,0.038,0.107,0.081,0.02585536694769579,0.08502646646780049,0.081,1.0,4,0,1.0,1.0,0,11638.0,14510.5,0,4,0.081,0.02585536694769579,0.038,0.107,0.081,0.02585536694769579,0.08502646646780049,0.081,1.0,4,0,1.0,1.0,0,11638.0,14510.5,0,4,-0.12825,0.3072632218473275,-0.659,0.081,-0.12825,0.3072632218473275,0.3329545764815375,0.20125,1.0,4,0,1.0,1.0,0,14282.0,19874.5,0,4,-0.12825,0.3072632218473275,-0.659,0.081,-50.12825,0.3072632218473282,50.12919168259149,50.12825,0.0,0,0,1.0,1.0,0,14282.0,19874.5,0,4,0.6285,0.0072284161474004864,0.619,0.636,0.028500000000000025,0.0072284161474004864,0.02940238085597834,0.028500000000000025,1.0,4,0,1.0,1.0,0,5910.0,6221.75,0,4,0.6285,0.0072284161474004864,0.619,0.636,-0.17150000000000004,0.0072284161474004864,0.1716522647680479,0.17150000000000004,1.0,4,0,1.0,1.0,0,5910.0,6221.75,0
29,29,power_law,0.142,1.01,1071.0,-4.858,4.858,97.16,0,1,0.44,1.05,46.0,-1.56,1.56,78.0,0,0,0.004,1.0,1574.0,-0.006,0.006,60.0,0,1,0.313,1.0,31175.0,0.013000000000000012,0.013000000000000012,4.3333333333333375,1,1,6.619,1.04,54.0,-11.381,11.381,63.22777777777778,0,0,4,0.11424999999999999,0.09608427290665211,0.015,0.254,0.11424999999999999,0.09608427290665211,0.14928245040861302,0.11424999999999999,1.0,4,0,1.02,1.07,1,811.0,7234.75,0,4,0.11424999999999999,0.09608427290665211,0.015,0.254,0.11424999999999999,0.09608427290665211,0.14928245040861302,0.11424999999999999,1.0,4,0,1.02,1.07,1,811.0,7234.75,0,4,15.6385,20.61881066526389,-0.224,50.269,15.6385,20.61881066526389,25.87852460052543,15.750499999999999,0.75,3,0,1.135,1.53,1,7.0,7852.5,1,4,15.6385,20.61881066526389,-0.224,50.269,-34.3615,20.61881066526389,40.07303376960621,34.495999999999995,0.5,2,0,1.135,1.53,1,7.0,7852.5,1,4,0.65,0.01002496882788172,0.634,0.661,0.050000000000000044,0.01002496882788172,0.050995097803612506,0.050000000000000044,1.0,4,0,1.02,1.02,4,179.0,206.75,4,4,0.65,0.01002496882788172,0.634,0.661,-0.15000000000000002,0.01002496882788172,0.15033462674979442,0.15000000000000002,1.0,4,0,1.02,1.02,4,179.0,206.75,4
30,30,power_law,0.159,1.01,6499.0,-4.841,4.841,96.82000000000001,0,1,0.414,1.14,18.0,-1.586,1.586,79.3,0,0,0.008,1.0,29088.0,-0.002,0.002,20.0,1,1,0.307,1.0,28937.0,0.007000000000000006,0.007000000000000006,2.3333333333333357,1,1,7.138,1.16,16.0,-10.862,10.862,60.34444444444445,0,0,4,0.14775,0.07447272990833625,0.072,0.271,0.14775,0.07447272990833625,0.16545769852140457,0.14775,1.0,4,0,1.035,1.08,2,12779.0,16731.0,0,4,0.14775,0.07447272990833625,0.072,0.271,0.14775,0.07447272990833625,0.16545769852140457,0.14775,1.0,4,0,1.035,1.08,2,12779.0,16731.0,0,4,18.9405,14.205615236588665,-0.196,37.999,18.9405,14.205615236588665,23.67576914273325,19.0385,1.0,4,0,1.4475,1.73,3,6.0,5372.75,3,4,18.9405,14.205615236588665,-0.196,37.999,-31.0595,14.205615236588665,34.15394625076288,31.0595,0.75,3,0,1.4475,1.73,3,6.0,5372.75,3,4,0.578,0.013656500283747637,0.559,0.596,-0.021999999999999992,0.013656500283747635,0.025894014752448083,0.021999999999999992,1.0,4,0,1.025,1.03,4,97.0,145.0,4,4,0.578,0.013656500283747637,0.559,0.596,-0.22200000000000006,0.013656500283747635,0.22241964841263467,0.22200000000000006,1.0,4,0,1.025,1.03,4,97.0,145.0,4
31,31,power_law,0.145,1.01,2890.0,-4.855,4.855,97.10000000000001,0,1,0.408,1.12,21.0,-1.592,1.592,79.60000000000001,0,0,0.011,1.0,34898.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.307,1.0,32043.0,0.007000000000000006,0.007000000000000006,2.3333333333333357,1,1,6.223,1.07,32.0,-11.777000000000001,11.777000000000001,65.42777777777779,0,0,4,0.12925,0.08648229587609248,0.061,0.275,0.12925,0.08648229587609248,0.15551446878023925,0.12925,1.0,4,0,1.0225,1.04,2,15348.0,16397.75,0,4,0.12925,0.08648229587609248,0.061,0.275,0.12925,0.08648229587609248,0.15551446878023925,0.12925,1.0,4,0,1.0225,1.04,2,15348.0,16397.75,0,4,25.158,8.74213866854101,13.066,37.781,25.158,8.74213866854101,26.63362447170869,25.158,1.0,4,0,1.63,1.73,4,6.0,6.5,4,4,25.158,8.74213866854101,13.066,37.781,-24.842,8.74213866854101,26.33533657464814,24.842,1.0,4,0,1.63,1.73,4,6.0,6.5,4,4,0.58825,0.015270478054075418,0.562,0.6,-0.011749999999999983,0.015270478054075418,0.019267848867997657,0.011749999999999983,1.0,4,0,1.0675000000000001,1.07,4,37.0,39.5,4,4,0.58825,0.015270478054075418,0.562,0.6,-0.21175000000000005,0.015270478054075418,0.21229990579366734,0.21175000000000005,1.0,4,0,1.0675000000000001,1.07,4,37.0,39.5,4
32,32,power_law,0.186,1.0,6900.0,-4.814,4.814,96.28,0,1,0.42,1.01,1437.0,-1.58,1.58,79.0,0,1,0.009,1.0,28006.0,-0.0010000000000000009,0.0010000000000000009,10.000000000000009,1,1,0.343,1.0,28574.0,0.04300000000000004,0.04300000000000004,14.333333333333348,0,1,6.704,1.0,5438.0,-11.296,11.296,62.75555555555555,0,1,4,0.15949999999999998,0.09186266924055711,0.061,0.285,0.15949999999999998,0.09186266924055711,0.18406248938879427,0.15949999999999998,1.0,4,0,1.0025,1.01,0,5211.0,12315.25,0,4,0.15949999999999998,0.09186266924055711,0.061,0.285,0.15949999999999998,0.09186266924055711,0.18406248938879427,0.15949999999999998,1.0,4,0,1.0025,1.01,0,5211.0,12315.25,0,4,34.293749999999996,20.598850919104688,-0.27,50.138,34.293749999999996,20.598850919104688,40.0046740800372,34.42875,0.5,2,0,1.1325,1.53,1,7.0,10486.75,1,4,34.293749999999996,20.598850919104688,-0.27,50.138,-15.70625,20.598850919104684,25.903647392790074,15.77525,0.75,3,0,1.1325,1.53,1,7.0,10486.75,1,4,0.565,0.006284902544988224,0.557,0.574,-0.034999999999999976,0.006284902544988224,0.03555980877338906,0.034999999999999976,1.0,4,0,1.01,1.01,0,1479.0,1690.5,0,4,0.565,0.006284902544988224,0.557,0.574,-0.23500000000000004,0.006284902544988224,0.23508402753058324,0.23500000000000004,1.0,4,0,1.01,1.01,0,1479.0,1690.5,0
33,33,power_law,0.148,1.0,6276.0,-4.852,4.852,97.04,0,1,0.419,1.02,125.0,-1.581,1.581,79.05,0,0,0.012,1.0,14193.0,0.002,0.002,20.0,1,1,0.317,1.0,15516.0,0.017000000000000015,0.017000000000000015,5.666666666666672,1,1,6.404,1.02,181.0,-11.596,11.596,64.42222222222223,0,0,4,0.08850000000000001,0.013518505834595775,0.074,0.108,0.08850000000000001,0.013518505834595775,0.08952653238007155,0.08850000000000001,1.0,4,0,1.0025,1.01,0,12931.0,13529.75,0,4,0.08850000000000001,0.013518505834595775,0.074,0.108,0.08850000000000001,0.013518505834595775,0.08952653238007155,0.08850000000000001,1.0,4,0,1.0025,1.01,0,12931.0,13529.75,0,4,2.8834999999999997,5.4144809769727695,-0.335,12.261,2.8834999999999997,5.4144809769727695,6.134425523225463,3.247,1.0,4,0,1.1325,1.53,1,7.0,12046.75,1,4,2.8834999999999997,5.4144809769727695,-0.335,12.261,-47.1165,5.414480976972769,47.42658723226879,47.1165,0.25,1,0,1.1325,1.53,1,7.0,12046.75,1,4,0.6147499999999999,0.005018714974971187,0.607,0.621,0.014750000000000013,0.005018714974971187,0.015580436450882897,0.014750000000000013,1.0,4,0,1.01,1.01,0,4343.0,4551.0,0,4,0.6147499999999999,0.005018714974971187,0.607,0.621,-0.18525000000000005,0.005018714974971187,0.18531796998672315,0.18525000000000005,1.0,4,0,1.01,1.01,0,4343.0,4551.0,0
34,34,power_law,0.159,1.0,7934.0,-4.841,4.841,96.82000000000001,0,1,0.422,1.0,19211.0,-1.578,1.578,78.9,0,1,0.017,1.0,38569.0,0.007000000000000001,0.007000000000000001,70.0,1,1,0.317,1.0,36818.0,0.017000000000000015,0.017000000000000015,5.666666666666672,1,1,7.014,1.0,31576.0,-10.986,10.986,61.03333333333334,0,1,4,0.1115,0.07544037380607282,0.033,0.235,0.1115,0.07544037380607282,0.13462354920295336,0.1115,1.0,4,0,1.0,1.0,0,12200.0,15171.25,0,4,0.1115,0.07544037380607282,0.033,0.235,0.1115,0.07544037380607282,0.13462354920295336,0.1115,1.0,4,0,1.0,1.0,0,12200.0,15171.25,0,4,25.304,25.15407616073387,0.105,50.852,25.304,25.15407616073387,35.67940531314949,25.304,0.5,2,0,1.0,1.0,0,19556.0,21819.75,0,4,25.304,25.15407616073387,0.105,50.852,-24.696,25.15407616073387,35.250815075683,25.1525,0.5,2,0,1.0,1.0,0,19556.0,21819.75,0,4,0.5980000000000001,0.00777817459305203,0.585,0.604,-0.0020000000000000018,0.00777817459305203,0.008031189202104513,0.006000000000000005,1.0,4,0,1.0,1.0,0,6021.0,6425.5,0,4,0.5980000000000001,0.00777817459305203,0.585,0.604,-0.20200000000000007,0.00777817459305203,0.20214969700694588,0.20200000000000007,1.0,4,0,1.0,1.0,0,6021.0,6425.5,0
35,35,power_law,0.194,1.0,7432.0,-4.806,4.806,96.12,0,1,0.4,1.01,235.0,-1.6,1.6,80.0,0,1,0.015,1.0,34778.0,0.004999999999999999,0.004999999999999999,49.999999999999986,1,1,0.296,1.0,30682.0,-0.0040000000000000036,0.0040000000000000036,1.3333333333333346,1,1,6.509,1.01,503.0,-11.491,11.491,63.83888888888889,0,1,4,0.18000000000000002,0.05852777118599342,0.131,0.28,0.18000000000000002,0.05852777118599342,0.18927625313282173,0.18000000000000002,1.0,4,0,1.0025,1.01,0,11825.0,15435.25,0,4,0.18000000000000002,0.05852777118599342,0.131,0.28,0.18000000000000002,0.05852777118599342,0.18927625313282173,0.18000000000000002,1.0,4,0,1.0025,1.01,0,11825.0,15435.25,0,4,22.08,18.85579151083295,-0.22,50.867,22.08,18.85579151083295,29.035620770012823,22.189999999999998,0.75,3,0,1.315,1.73,2,6.0,5301.0,2,4,22.08,18.85579151083295,-0.22,50.867,-27.92,18.85579151083295,33.6907594675454,28.353499999999997,0.75,3,0,1.315,1.73,2,6.0,5301.0,2,4,0.51775,0.012070107704573322,0.499,0.531,-0.08224999999999996,0.012070107704573322,0.08313092084176618,0.08224999999999996,1.0,4,0,1.0,1.0,0,5929.0,6166.75,0,4,0.51775,0.012070107704573322,0.499,0.531,-0.28225,0.012070107704573322,0.282507964489499,0.28225,1.0,4,0,1.0,1.0,0,5929.0,6166.75,0
36,36,power_law,0.162,1.03,121.0,-4.838,4.838,96.76,0,0,0.378,1.18,15.0,-1.6219999999999999,1.6219999999999999,81.1,0,0,0.007,1.0,27310.0,-0.003,0.003,30.0,1,1,0.323,1.0,28885.0,0.02300000000000002,0.02300000000000002,7.666666666666674,1,1,6.688,1.15,17.0,-11.312000000000001,11.312000000000001,62.84444444444445,0,0,4,0.34275,0.37588520521563495,0.061,0.988,0.34275,0.37588520521563495,0.5086917042767652,0.34275,1.0,4,0,1.045,1.09,3,158.0,12511.75,1,4,0.34275,0.37588520521563495,0.061,0.988,0.34275,0.37588520521563495,0.5086917042767652,0.34275,1.0,4,0,1.045,1.09,3,158.0,12511.75,1,4,24.783,15.689706498210858,11.237,50.249,24.783,15.689706498210858,29.33196173119009,24.783,0.75,3,0,1.4500000000000002,1.73,3,6.0,2900.0,3,4,24.783,15.689706498210858,11.237,50.249,-25.217,15.689706498210857,29.699561932796247,25.3415,1.0,4,0,1.4500000000000002,1.73,3,6.0,2900.0,3,4,0.52175,0.003418698582794339,0.516,0.525,-0.07824999999999996,0.003418698582794339,0.07832464490822792,0.07824999999999996,1.0,4,0,1.0875000000000001,1.09,4,28.0,29.75,4,4,0.52175,0.003418698582794339,0.516,0.525,-0.27825,0.003418698582794339,0.2782710010044166,0.27825,1.0,4,0,1.0875000000000001,1.09,4,28.0,29.75,4
37,37,power_law,0.157,1.03,97.0,-4.843,4.843,96.86,0,0,0.429,1.33,9.0,-1.571,1.571,78.55,0,0,0.008,1.0,16037.0,-0.002,0.002,20.0,1,1,0.311,1.0,30004.0,0.01100000000000001,0.01100000000000001,3.66666666666667,1,1,6.743,1.24,12.0,-11.257,11.257,62.53888888888889,0,0,4,0.1345,0.0319491783931919,0.11,0.188,0.1345,0.0319491783931919,0.13824254048591555,0.1345,1.0,4,0,1.0625,1.2,2,644.0,9095.0,0,4,0.1345,0.0319491783931919,0.11,0.188,0.1345,0.0319491783931919,0.13824254048591555,0.1345,1.0,4,0,1.0625,1.2,2,644.0,9095.0,0,4,15.783,10.462365745853086,0.056,25.33,15.783,10.462365745853086,18.93579113742016,15.783,1.0,4,0,1.4975,1.73,3,6.0,5248.75,3,4,15.783,10.462365745853086,0.056,25.33,-34.217,10.462365745853086,35.780779561099564,34.217,0.75,3,0,1.4975,1.73,3,6.0,5248.75,3,4,0.62225,0.010449282272003192,0.606,0.634,0.02225000000000002,0.010449282272003192,0.02458149710656373,0.02225000000000002,1.0,4,0,1.04,1.04,4,62.0,70.0,4,4,0.62225,0.010449282272003192,0.606,0.634,-0.17775000000000005,0.010449282272003192,0.1780568729367109,0.17775000000000005,1.0,4,0,1.04,1.04,4,62.0,70.0,4
38,38,power_law,0.147,1.0,9539.0,-4.853,4.853,97.05999999999999,0,1,0.444,1.07,35.0,-1.556,1.556,77.8,0,0,0.012,1.0,33860.0,0.002,0.002,20.0,1,1,0.315,1.0,24403.0,0.015000000000000013,0.015000000000000013,5.000000000000004,1,1,6.951,1.08,29.0,-11.049,11.049,61.38333333333333,0,0,4,0.096,0.06501153743759641,0.047,0.206,0.096,0.06501153743759641,0.115941795742519,0.096,1.0,4,0,1.0275,1.11,1,10127.0,15679.25,0,4,0.096,0.06501153743759641,0.047,0.206,0.096,0.06501153743759641,0.115941795742519,0.096,1.0,4,0,1.0275,1.11,1,10127.0,15679.25,0,4,15.523750000000001,20.912209870970116,-0.617,50.538,15.523750000000001,20.912209870970116,26.044334043127307,16.04175,0.75,3,0,1.1325,1.53,1,7.0,15392.0,1,4,15.523750000000001,20.912209870970116,-0.617,50.538,-34.47624999999999,20.912209870970113,40.322851284972394,34.74525,0.5,2,0,1.1325,1.53,1,7.0,15392.0,1,4,0.65725,0.0069776428684764375,0.646,0.665,0.05725000000000005,0.0069776428684764375,0.057673650829473296,0.05725000000000005,1.0,4,0,1.0325000000000002,1.04,4,75.0,85.75,4,4,0.65725,0.0069776428684764375,0.646,0.665,-0.14275000000000002,0.0069776428684764375,0.14292043240908558,0.14275000000000002,1.0,4,0,1.0325000000000002,1.04,4,75.0,85.75,4
39,39,power_law,0.159,1.0,3668.0,-4.841,4.841,96.82000000000001,0,1,0.436,1.13,20.0,-1.564,1.564,78.2,0,0,0.018,1.0,10390.0,0.007999999999999998,0.007999999999999998,79.99999999999999,1,1,0.307,1.0,6019.0,0.007000000000000006,0.007000000000000006,2.3333333333333357,1,1,6.813,1.17,16.0,-11.187000000000001,11.187000000000001,62.150000000000006,0,0,4,0.1275,0.05905294234837075,0.033,0.195,0.1275,0.05905294234837075,0.14051156536029338,0.1275,1.0,4,0,1.0325,1.08,2,4627.0,8273.5,0,4,0.1275,0.05905294234837075,0.033,0.195,0.1275,0.05905294234837075,0.14051156536029338,0.1275,1.0,4,0,1.0325,1.08,2,4627.0,8273.5,0,4,15.910500000000003,16.67653575386687,-0.19,38.194,15.910500000000003,16.67653575386687,23.048879690778897,16.0915,1.0,4,0,1.315,1.73,2,6.0,9635.5,2,4,15.910500000000003,16.67653575386687,-0.19,38.194,-34.0895,16.67653575386687,37.94997832673953,34.0895,0.5,2,0,1.315,1.73,2,6.0,9635.5,2,4,0.622,0.005700877125495695,0.614,0.63,0.02200000000000002,0.005700877125495695,0.022726636354727044,0.02200000000000002,1.0,4,0,1.0225,1.03,4,121.0,151.25,4,4,0.622,0.005700877125495695,0.614,0.63,-0.17800000000000005,0.005700877125495695,0.17809126873600517,0.17800000000000005,1.0,4,0,1.0225,1.03,4,121.0,151.25,4
40,40,power_law,0.158,1.01,4835.0,-4.842,4.842,96.83999999999999,0,1,0.39,1.04,70.0,-1.6099999999999999,1.6099999999999999,80.5,0,0,0.012,1.0,29671.0,0.002,0.002,20.0,1,1,0.293,1.0,29171.0,-0.007000000000000006,0.007000000000000006,2.3333333333333357,1,1,7.772,1.01,404.0,-10.228,10.228,56.822222222222216,0,1,4,0.1075,0.028004463929880888,0.073,0.144,0.1075,0.028004463929880888,0.11108780311087262,0.1075,1.0,4,0,1.0,1.0,0,15984.0,18050.5,0,4,0.1075,0.028004463929880888,0.073,0.144,0.1075,0.028004463929880888,0.11108780311087262,0.1075,1.0,4,0,1.0,1.0,0,15984.0,18050.5,0,4,18.89025,20.819263151886524,0.012,50.323,18.89025,20.819263151886524,28.11197722057273,18.89025,0.75,3,0,1.1825,1.73,1,6.0,13169.25,1,4,18.89025,20.819263151886524,0.012,50.323,-31.10975,20.819263151886524,37.43338434138703,31.271250000000002,0.5,2,0,1.1825,1.73,1,6.0,13169.25,1,4,0.51525,0.003031088913245538,0.511,0.519,-0.08474999999999996,0.003031088913245538,0.08480418621742675,0.08474999999999996,1.0,4,0,1.0,1.0,0,5308.0,5460.0,0,4,0.51525,0.003031088913245538,0.511,0.519,-0.28475000000000006,0.003031088913245538,0.2847661321154607,0.28475000000000006,1.0,4,0,1.0,1.0,0,5308.0,5460.0,0
41,41,power_law,0.148,1.08,35.0,-4.852,4.852,97.04,0,0,0.41,1.21,13.0,-1.59,1.59,79.5,0,0,0.011,1.06,45.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,0,0.287,1.05,21905.0,-0.013000000000000012,0.013000000000000012,4.3333333333333375,1,0,6.832,1.15,17.0,-11.168,11.168,62.04444444444444,0,0,4,0.136,0.10226680790950697,0.039,0.301,0.136,0.10226680790950697,0.17016021861763106,0.136,1.0,4,0,1.0575,1.12,4,54.0,1907.5,3,4,0.136,0.10226680790950697,0.039,0.301,0.136,0.10226680790950697,0.17016021861763106,0.136,1.0,4,0,1.0575,1.12,4,54.0,1907.5,3,4,19.014750000000003,19.143130796384902,0.159,51.012,19.014750000000003,19.143130796384902,26.98184897759974,19.014750000000003,0.75,3,0,1.3199999999999998,1.69,4,7.0,664.75,3,4,19.014750000000003,19.143130796384902,0.159,51.012,-30.98525,19.1431307963849,36.42176786277679,31.49125,0.75,3,0,1.3199999999999998,1.69,4,7.0,664.75,3,4,0.61125,0.04845810045802457,0.553,0.683,0.011250000000000038,0.04845810045802457,0.04974685919734031,0.04225000000000001,1.0,4,0,1.16,1.2,4,14.0,18.0,4,4,0.61125,0.04845810045802457,0.553,0.683,-0.18875000000000003,0.04845810045802457,0.19487111125048787,0.18875000000000003,1.0,4,0,1.16,1.2,4,14.0,18.0,4
42,42,power_law,0.14,1.02,203.0,-4.86,4.86,97.2,0,0,0.422,1.05,47.0,-1.578,1.578,78.9,0,0,0.01,1.0,10382.0,0.0,0.0,0.0,1,1,0.308,1.0,29063.0,0.008000000000000007,0.008000000000000007,2.666666666666669,1,1,6.217,1.04,60.0,-11.783000000000001,11.783000000000001,65.46111111111111,0,0,4,0.0905,0.04159627387158614,0.035,0.146,0.0905,0.04159627387158614,0.09960170681268468,0.0905,1.0,4,0,1.0275,1.1,1,7291.0,11077.25,0,4,0.0905,0.04159627387158614,0.035,0.146,0.0905,0.04159627387158614,0.09960170681268468,0.0905,1.0,4,0,1.0275,1.1,1,7291.0,11077.25,0,4,6.17825,6.2190197127441245,-0.148,12.483,6.17825,6.2190197127441245,8.76624088478066,6.25225,1.0,4,0,1.2650000000000001,1.53,2,7.0,9058.5,2,4,6.17825,6.2190197127441245,-0.148,12.483,-43.821749999999994,6.219019712744126,44.26084024563926,43.821749999999994,0.5,2,0,1.2650000000000001,1.53,2,7.0,9058.5,2,4,0.633,0.0073484692283495405,0.621,0.639,0.03300000000000003,0.0073484692283495405,0.033808283008753964,0.03300000000000003,1.0,4,0,1.02,1.02,4,232.0,251.75,4,4,0.633,0.0073484692283495405,0.621,0.639,-0.16700000000000004,0.0073484692283495405,0.16716159846089057,0.16700000000000004,1.0,4,0,1.02,1.02,4,232.0,251.75,4
43,43,power_law,0.164,1.0,7089.0,-4.836,4.836,96.72,0,1,0.459,1.16,16.0,-1.541,1.541,77.05,0,0,0.011,1.0,32889.0,0.0009999999999999992,0.0009999999999999992,9.999999999999991,1,1,0.314,1.0,18353.0,0.014000000000000012,0.014000000000000012,4.666666666666671,1,1,7.643,1.15,17.0,-10.357,10.357,57.538888888888884,0,0,4,0.1005,0.03618355980276126,0.06,0.159,0.1005,0.03618355980276126,0.10681526108192593,0.1005,1.0,4,0,1.0475,1.11,2,6900.0,10210.25,0,4,0.1005,0.03618355980276126,0.06,0.159,0.1005,0.03618355980276126,0.10681526108192593,0.1005,1.0,4,0,1.0475,1.11,2,6900.0,10210.25,0,4,18.77675,18.739334291470975,-0.076,49.97,18.77675,18.739334291470975,26.52789079911933,18.814749999999997,0.75,3,0,1.2650000000000001,1.53,2,7.0,9215.75,2,4,18.77675,18.739334291470975,-0.076,49.97,-31.22325,18.739334291470975,36.41502423794333,31.22325,0.75,3,0,1.2650000000000001,1.53,2,7.0,9215.75,2,4,0.6325000000000001,0.019098429254784298,0.608,0.654,0.03250000000000003,0.019098429254784294,0.03769615364994156,0.03250000000000003,1.0,4,0,1.0225,1.03,4,165.0,243.25,4,4,0.6325000000000001,0.019098429254784298,0.608,0.654,-0.16750000000000004,0.019098429254784294,0.16858528998699743,0.16750000000000004,1.0,4,0,1.0225,1.03,4,165.0,243.25,4
