simulation,row,mean,median,std,n_peaks,peak_locations,sorted_peak_location1,sorted_peak_location2,is_bimodal,is_well_separated,separation
3,2,12.71943017,0.154075656,22.15819168,2,"[-0.6647754536622636, 50.33674345676425]",-0.664775454,50.33674346,TRUE,TRUE,51.00151891
3,3,12.52477502,0.300562982,21.66717796,2,"[0.02407193985254219, 50.15517106139265]",0.02407194,50.15517106,TRUE,TRUE,50.13109912
4,0,12.49111792,0.073767138,21.94482594,2,"[0.18278082717911248, 49.84439897929281]",0.182780827,49.84439898,TRUE,TRUE,49.66161815
4,1,12.73326259,0.029892085,22.27280272,2,"[-0.7682743973561149, 49.661481847618546]",-0.768274397,49.66148185,TRUE,TRUE,50.42975624
4,2,-0.835208839,-0.845649664,0.612878523,1,[-0.9378649493122797],-0.937864949,,FALSE,FALSE,0
4,3,50.2206118,50.19167754,0.581092619,1,[50.3288312436714],,50.32883124,FALSE,FALSE,0
5,0,0.233546888,0.277270896,0.535250705,1,[0.3981275576813077],0.398127558,,FALSE,FALSE,0
5,1,-0.494382896,-0.351369844,0.785947674,1,[-0.051978267205798456],-0.051978267,,FALSE,FALSE,0
5,2,37.75244381,49.90083229,22.25038694,2,"[49.92158714070655, -0.7083784666054544]",-0.708378467,49.92158714,TRUE,TRUE,50.62996561
5,3,-0.125235925,-0.03211214,0.706047113,1,[0.22528894175213754],0.225288942,,FALSE,FALSE,0
6,0,38.40241898,50.58452361,22.50051131,2,"[50.89014428716203, -0.9401512288587253]",-0.940151229,50.89014429,TRUE,TRUE,51.83029552
6,1,12.26625979,-0.090018945,22.06093229,2,"[-0.3696022165323223, 50.10063851523397]",-0.369602217,50.10063852,TRUE,TRUE,50.47024073
6,2,50.84932057,50.56323126,1.800077097,1,[50.050346656733765],,50.05034666,FALSE,FALSE,0
6,3,-0.016314425,0.035306384,0.420782711,1,[0.15061030983754176],0.15061031,,FALSE,FALSE,0
7,0,37.57350699,50.00864487,21.82849898,2,"[50.70006628402747, 0.0010158340189665438]",0.001015834,50.70006628,TRUE,TRUE,50.69905045
7,1,-0.255501254,-0.216460211,0.38289006,1,[-0.16666819105827546],-0.166668191,,FALSE,FALSE,0
7,2,51.08311224,50.74927784,1.736130546,1,[50.35296472258686],,50.35296472,FALSE,FALSE,0
7,3,0.127733612,0.388595732,1.045754244,1,[0.6442511790235272],0.644251179,,FALSE,FALSE,0
8,0,50.49837983,50.40668017,0.677348306,1,[50.23875336306598],,50.23875336,FALSE,FALSE,0
8,1,0.391175188,0.370295327,0.441429296,1,[0.30257175364998457],0.302571754,,FALSE,FALSE,0
8,2,12.80951059,0.636738813,21.73480546,2,"[0.8207116241519055, 50.248147737574435]",0.820711624,50.24814774,TRUE,TRUE,49.42743611
8,3,50.56758177,50.3836528,0.926167421,1,[50.17579697183664],,50.17579697,FALSE,FALSE,0
9,0,25.05371299,26.51141504,25.38748138,2,"[50.061137165811296, 0.33488879360888024]",0.334888794,50.06113717,TRUE,TRUE,49.72624837
9,1,12.39312559,-0.0462986,22.00812568,2,"[0.12087237546819374, 50.547255014716626]",0.120872375,50.54725501,TRUE,TRUE,50.42638264
9,2,37.44144816,49.59610466,21.81856971,2,"[50.390822496525935, -0.42099891948499213]",-0.420998919,50.3908225,TRUE,TRUE,50.81182142
9,3,24.8670247,24.96886797,25.57754899,2,"[49.93442643959759, -1.1132136863946678]",-1.113213686,49.93442644,TRUE,TRUE,51.04764013
10,0,25.01004589,24.74690702,25.18637249,2,"[49.839497027225974, -0.7323816469636357]",-0.732381647,49.83949703,TRUE,TRUE,50.57187867
10,1,12.45763115,0.051571853,21.78170737,2,"[-0.24474018463987024, 49.87598241713725]",-0.244740185,49.87598242,TRUE,TRUE,50.1207226
10,2,37.94629037,50.00646512,22.22891468,2,"[49.701590913920114, -0.44986252663230264]",-0.449862527,49.70159091,TRUE,TRUE,50.15145344
10,3,-0.044231347,0.000760208,0.51010087,1,[-0.07224210856369417],-0.072242109,,FALSE,FALSE,0
11,0,12.79319527,0.169652229,22.08230527,2,"[0.20336816254426182, 50.62537610068442]",0.203368163,50.6253761,TRUE,TRUE,50.42200794
11,1,-0.518045729,-0.464790088,0.812764752,1,[-0.3827291345217274],-0.382729135,,FALSE,FALSE,0
11,2,37.42098622,49.74204445,21.74017521,2,"[50.43971172529231, 0.19323074358469583]",0.193230744,50.43971173,TRUE,TRUE,50.24648098
11,3,37.81467631,50.10201566,21.90614751,2,"[50.87235958582686, -0.13300250084711696]",-0.133002501,50.87235959,TRUE,TRUE,51.00536209
12,0,-0.249805247,-0.126856362,0.599699581,1,[0.036096071194334556],0.036096071,,FALSE,FALSE,0
12,1,-0.38791996,-0.360340721,0.416452238,1,[-0.3618078289360773],-0.361807829,,FALSE,FALSE,0
12,2,-0.477656904,-0.496900794,0.728016569,1,[-0.5270198802267418],-0.52701988,,FALSE,FALSE,0
12,3,-0.123470675,-0.072799696,0.721916643,1,[-0.03572848179736887],-0.035728482,,FALSE,FALSE,0
13,0,12.53961563,0.069687995,21.8079723,2,"[0.5383696782913956, 50.483456083053966]",0.538369678,50.48345608,TRUE,TRUE,49.9450864
13,1,-0.303622887,-0.323833265,0.63101662,1,[-0.3661351217830262],-0.366135122,,FALSE,FALSE,0
13,2,25.44629004,21.55106147,25.5663648,2,"[-0.2613377071410028, 50.654558763299576]",-0.261337707,50.65455876,TRUE,TRUE,50.91589647
13,3,-0.562892126,-0.58269107,0.562110461,1,[-0.8117526294801904],-0.811752629,,FALSE,FALSE,0
14,0,24.75128726,25.24503728,25.39172788,2,"[-0.540377925438515, 50.32840840977916]",-0.540377925,50.32840841,TRUE,TRUE,50.86878634
14,1,0.077825452,0.108360508,0.805066554,1,[-0.11780492372766105],-0.117804924,,FALSE,FALSE,0
14,2,0.380832395,0.38369509,0.437046484,1,[0.3347126094272914],0.334712609,,FALSE,FALSE,0
14,3,24.80171565,24.22804585,25.0327832,2,"[-0.4193222589393635, 49.1475247799994]",-0.419322259,49.14752478,TRUE,TRUE,49.56684704
15,0,12.27491176,-0.171059046,21.96519888,2,"[-0.16455796064003092, 50.65602543748225]",-0.164557961,50.65602544,TRUE,TRUE,50.8205834
15,1,25.20359961,26.01542981,25.16959641,2,"[49.85066204515856, 0.42797019472781894]",0.427970195,49.85066205,TRUE,TRUE,49.42269185
15,2,24.86578487,25.14333595,24.97908083,2,"[50.028123597100276, 0.556830498277642]",0.556830498,50.0281236,TRUE,TRUE,49.4712931
15,3,-0.313386033,-0.209341027,0.604892537,1,[-0.041631486145877084],-0.041631486,,FALSE,FALSE,0
16,0,12.64876051,0.055852398,22.08229363,2,"[0.19757487352051406, 50.38402733784234]",0.197574874,50.38402734,TRUE,TRUE,50.18645246
16,1,12.78156862,0.265517235,22.03352728,2,"[-0.2897894895825055, 50.53537344312305]",-0.28978949,50.53537344,TRUE,TRUE,50.82516293
16,2,12.97750399,0.478829213,21.95882733,2,"[-0.19713459555705581, 49.34200827929617]",-0.197134596,49.34200828,TRUE,TRUE,49.53914287
16,3,12.56788665,0.029675455,22.07410828,2,"[0.14984057951333796, 50.78397847202959]",0.14984058,50.78397847,TRUE,TRUE,50.63413789
17,0,-0.426161781,-0.235635445,1.017312014,1,[-0.29355012845192885],-0.293550128,,FALSE,FALSE,0
17,1,27.141789,22.92417229,27.77612464,2,"[-0.22212633950047056, 52.11513073349542]",-0.22212634,52.11513073,TRUE,TRUE,52.33725707
17,2,50.12503823,50.03479631,0.713014527,1,[49.92967139458301],,49.92967139,FALSE,FALSE,0
17,3,0.159869297,0.237621807,0.60984756,1,[0.515686645125601],0.515686645,,FALSE,FALSE,0
18,0,12.66407721,0.102721921,22.15863322,2,"[-0.37389868697363093, 50.17636295341018]",-0.373898687,50.17636295,TRUE,TRUE,50.55026164
18,1,12.96107254,0.698513114,21.76738266,2,"[1.0866994554371114, 50.61239489726077]",1.086699455,50.6123949,TRUE,TRUE,49.52569544
18,2,50.77545207,50.74844789,0.921202921,1,[50.663688711061226],,50.66368871,FALSE,FALSE,0
18,3,49.77494102,49.55894256,0.871988502,1,[49.14769521500694],,49.14769522,FALSE,FALSE,0
19,0,12.29867138,-0.0347664,21.97845035,2,"[-0.5830404703176271, 49.917489560782684]",-0.58304047,49.91748956,TRUE,TRUE,50.50053003
19,1,12.424772,-0.024285469,22.24528656,2,"[-0.7045716379978213, 49.790587040850255]",-0.704571638,49.79058704,TRUE,TRUE,50.49515868
19,2,-0.317582839,-0.254974905,0.962806484,1,[-0.27484417672777806],-0.274844177,,FALSE,FALSE,0
19,3,50.26359333,50.2450783,0.636263257,1,[50.358293368802876],,50.35829337,FALSE,FALSE,0
20,0,25.3337027,24.90216317,25.68140911,2,"[0.004153685084605563, 50.6579815632449]",0.004153685,50.65798156,TRUE,TRUE,50.65382788
20,1,12.52389292,0.213716341,21.95004659,2,"[-0.5900761093886691, 49.56404315172944]",-0.590076109,49.56404315,TRUE,TRUE,50.15411926
20,2,-0.006863022,0.083137533,0.83124601,1,[0.42801094153681785],0.428010942,,FALSE,FALSE,0
20,3,12.35104488,0.122426454,21.93247628,2,"[-0.5373338338398037, 49.727272516424854]",-0.537333834,49.72727252,TRUE,TRUE,50.26460635
21,0,12.23631991,0.156077258,21.63257681,2,"[-0.15182035993537246, 49.82679216031268]",-0.15182036,49.82679216,TRUE,TRUE,49.97861252
21,1,37.78039117,49.96787652,22.04701056,2,"[49.54344557656609, -0.47969010967489467]",-0.47969011,49.54344558,TRUE,TRUE,50.02313569
21,2,38.08526522,50.26998094,22.24368063,2,"[50.14479730110686, -0.7186738688985121]",-0.718673869,50.1447973,TRUE,TRUE,50.86347117
21,3,0.094146492,0.170924579,0.634401078,1,[0.38044416053999486],0.380444161,,FALSE,FALSE,0
22,0,12.92033486,0.46996897,22.10770035,2,"[0.23027147899816058, 50.104918217894664]",0.230271479,50.10491822,TRUE,TRUE,49.87464674
22,1,37.09948446,49.77589232,22.44683237,2,"[50.05148715527738, -0.2564079349892374]",-0.256407935,50.05148716,TRUE,TRUE,50.30789509
22,2,37.83124178,50.20757916,22.35782078,2,"[50.98906091105788, -0.04348327482989767]",-0.043483275,50.98906091,TRUE,TRUE,51.03254419
22,3,-0.276711262,-0.134914399,0.984985276,1,[-0.3787493413700389],-0.378749341,,FALSE,FALSE,0
23,0,50.43889369,50.2951259,1.017447232,1,[50.44742959876424],,50.4474296,FALSE,FALSE,0
23,1,-0.213910503,-0.146141506,0.570547636,1,[-0.09371520687864265],-0.093715207,,FALSE,FALSE,0
23,2,37.8410908,50.17814761,22.39117524,2,"[50.09983722911862, -0.725676309754709]",-0.72567631,50.09983723,TRUE,TRUE,50.82551354
23,3,-0.118986535,-0.116189808,0.394373536,1,[-0.11674713857235886],-0.116747139,,FALSE,FALSE,0
24,0,24.96113146,24.68468967,25.11857567,2,"[50.07978405723213, -0.5121091766846444]",-0.512109177,50.07978406,TRUE,TRUE,50.59189323
24,1,12.25485041,-0.246720396,21.94670979,2,"[-0.6045488121294955, 49.70572586315459]",-0.604548812,49.70572586,TRUE,TRUE,50.31027468
24,2,-0.217135937,-0.286132196,0.740590741,1,[-0.5168382351457144],-0.516838235,,FALSE,FALSE,0
24,3,-0.453635762,-0.435748257,0.857469493,1,[-0.37831936213889694],-0.378319362,,FALSE,FALSE,0
25,0,12.83899537,0.46835604,21.86954694,2,"[0.2218652460512489, 50.11164351329387]",0.221865246,50.11164351,TRUE,TRUE,49.88977827
25,1,25.17796023,25.05108148,25.28349457,2,"[49.99763234138869, -0.3074124149874846]",-0.307412415,49.99763234,TRUE,TRUE,50.30504476
25,2,-0.596374221,-0.51485482,0.775483275,1,[-0.45027975038140156],-0.45027975,,FALSE,FALSE,0
25,3,-0.430420741,-0.436459995,0.657204493,1,[-0.3649358982476869],-0.364935898,,FALSE,FALSE,0
26,0,12.49945787,0.192348834,21.75269537,2,"[0.33585502888033236, 50.23810290038827]",0.335855029,50.2381029,TRUE,TRUE,49.90224787
26,1,38.0759092,50.05565127,22.29231326,2,"[50.275524487749365, -0.23149016448714743]",-0.231490164,50.27552449,TRUE,TRUE,50.50701465
26,2,-0.266230849,-0.214676435,0.587804102,1,[-0.25711042938229367],-0.257110429,,FALSE,FALSE,0
26,3,-0.089208517,-0.039113075,0.548923135,1,[-0.07886608342494217],-0.078866083,,FALSE,FALSE,0
27,0,12.46458186,-0.019490459,22.00243235,2,"[-0.27852580803520444, 50.774760447769886]",-0.278525808,50.77476045,TRUE,TRUE,51.05328626
27,1,0.028598038,0.134132938,0.576777888,1,[0.21499730310784892],0.214997303,,FALSE,FALSE,0
27,2,37.69414529,49.95455377,22.08628717,2,"[49.90036825752966, -0.225180637616891]",-0.225180638,49.90036826,TRUE,TRUE,50.1255489
27,3,25.36785333,25.54726016,25.02454577,2,"[50.59545071670886, 0.2683785500707079]",0.26837855,50.59545072,TRUE,TRUE,50.32707217
28,0,-0.659241739,-0.49460908,0.763455144,1,[-0.31979122546233985],-0.319791225,,FALSE,FALSE,0
28,1,0.080989644,0.122339126,0.559217902,1,[0.11296207618279652],0.112962076,,FALSE,FALSE,0
28,2,0.016687159,0.019007811,0.39851213,1,[0.07660744516829943],0.076607445,,FALSE,FALSE,0
28,3,0.047542504,0.159829186,0.773311817,1,[0.2461498824571433],0.246149882,,FALSE,FALSE,0
29,0,12.31847715,-0.050055401,21.89188313,2,"[-0.19214189932468795, 49.36499995656207]",-0.192141899,49.36499996,TRUE,TRUE,49.55714186
29,1,0.191306338,0.178827016,0.423934316,1,[0.08489961055284567],0.084899611,,FALSE,FALSE,0
29,2,50.26914981,50.16461871,0.988203547,1,[50.25805202374608],,50.25805202,FALSE,FALSE,0
29,3,-0.223931755,-0.172991569,0.415881722,1,[-0.08555948470222408],-0.085559485,,FALSE,FALSE,0
30,0,12.74400504,0.279268509,21.88390231,2,"[0.6532572999600728, 50.3223501065513]",0.6532573,50.32235011,TRUE,TRUE,49.66909281
30,1,-0.196242403,-0.126869978,0.594839287,1,[-0.15754813862756922],-0.157548139,,FALSE,FALSE,0
30,2,25.2146377,23.90357248,25.4255153,2,"[-0.22391885858974803, 50.25051215829708]",-0.223918859,50.25051216,TRUE,TRUE,50.47443102
30,3,37.99905549,50.00012046,21.97913412,2,"[49.67803939207461, -0.2635038224202306]",-0.263503822,49.67803939,TRUE,TRUE,49.94154321
31,0,37.78052992,50.0016892,21.72542509,2,"[50.321015592023585, 0.43985036199393135]",0.439850362,50.32101559,TRUE,TRUE,49.88116523
31,1,13.06645274,0.959838272,21.38515048,2,"[1.1563611809632612, 49.93821006986827]",1.156361181,49.93821007,TRUE,TRUE,48.78184889
31,2,24.92735957,24.24553601,25.42409615,2,"[-0.3242518772059988, 49.62364812287371]",-0.324251877,49.62364812,TRUE,TRUE,49.9479
31,3,24.85825741,24.17035429,24.95390069,2,"[0.1350306641056851, 50.19389601859042]",0.135030664,50.19389602,TRUE,TRUE,50.05886535
32,0,50.13779506,50.10680082,0.538507849,1,[50.04820593345532],,50.04820593,FALSE,FALSE,0
32,1,37.47500293,49.79010824,22.13902767,2,"[50.53268887429984, -0.5451280069109261]",-0.545128007,50.53268887,TRUE,TRUE,51.07781688
32,2,49.83179622,49.66726518,1.167391046,1,[49.46161417636334],,49.46161418,FALSE,FALSE,0
32,3,-0.270100636,-0.245647598,0.6262961,1,[-0.3065891677426471],-0.306589168,,FALSE,FALSE,0
33,0,12.26118958,-0.016785643,21.77812229,2,"[-0.5973197406194535, 49.92214233525337]",-0.597319741,49.92214234,TRUE,TRUE,50.51946208
33,1,-0.237678101,-0.163562605,0.756257857,1,[0.10884746306237725],0.108847463,,FALSE,FALSE,0
33,2,-0.334880968,-0.216461449,0.672299147,1,[-0.09202279350087528],-0.092022794,,FALSE,FALSE,0
33,3,-0.153647168,-0.089417007,0.609260882,1,[-0.1194934284999265],-0.119493428,,FALSE,FALSE,0
34,0,0.198377492,0.229162906,0.422450031,1,[0.29754849412628515],0.297548494,,FALSE,FALSE,0
34,1,50.8518536,50.6905407,1.130703969,1,[50.247197782723404],,50.24719778,FALSE,FALSE,0
34,2,50.06132643,50.02628866,0.977214483,2,"[49.318189901671566, 50.43048144880509]",,50.43048145,TRUE,FALSE,1.112291547
34,3,0.105150601,0.083240757,0.565198359,1,[0.032574972239072686],0.032574972,,FALSE,FALSE,0
35,0,50.86720983,50.53518854,1.459606969,1,[50.216018876256534],,50.21601888,FALSE,FALSE,0
35,1,24.96585042,25.23504422,25.03444158,2,"[-0.11296896842645054, 49.32382022226938]",-0.112968968,49.32382022,TRUE,TRUE,49.43678919
35,2,12.7067882,0.246531074,22.25139245,2,"[-0.4420840225549334, 51.513408198957535]",-0.442084023,51.5134082,TRUE,TRUE,51.95549222
35,3,-0.220363644,-0.139714914,0.856303092,1,[0.07995278577723042],0.079952786,,FALSE,FALSE,0
36,0,50.24932395,50.03004848,1.129084881,1,[49.887769205633205],,49.88776921,FALSE,FALSE,0
36,1,25.21055334,24.48417367,25.2632411,2,"[-0.40306684345033306, 49.449541577709525]",-0.403066843,49.44954158,TRUE,TRUE,49.85260842
36,2,12.43456241,-0.016629983,22.00160527,2,"[0.09506625653519296, 50.01571656181619]",0.095066257,50.01571656,TRUE,TRUE,49.92065031
36,3,11.23749665,-0.057345134,22.68142016,2,"[0.5595608340666445, 50.67056918854597]",0.559560834,50.67056919,TRUE,TRUE,50.11100835
37,0,12.53812189,-0.090360775,22.14741995,2,"[0.07057555587458997, 50.3026260414014]",0.070575556,50.30262604,TRUE,TRUE,50.23205049
37,1,0.056207305,0.081777569,0.755531532,1,[-0.16456849767800907],-0.164568498,,FALSE,FALSE,0
37,2,25.20761617,25.35502853,25.64396105,2,"[-0.22023207164927472, 49.85883075052279]",-0.220232072,49.85883075,TRUE,TRUE,50.07906282
37,3,25.33026201,24.52904927,25.43562516,2,"[0.3232338350345114, 50.687386645686274]",0.323233835,50.68738665,TRUE,TRUE,50.36415281
38,0,50.53833286,50.33571613,1.046010445,1,[50.29096638856193],,50.29096639,FALSE,FALSE,0
38,1,12.59278444,0.070087189,21.84050858,2,"[0.06987247869532098, 50.058223412949744]",0.069872479,50.05822341,TRUE,TRUE,49.98835093
38,2,-0.617025528,-0.530644409,0.65631438,1,[-0.48061455086908644],-0.480614551,,FALSE,FALSE,0
38,3,-0.418856544,-0.428977076,0.502623167,1,[-0.36831460519240666],-0.368314605,,FALSE,FALSE,0
39,0,38.19377067,50.43160968,22.02638428,2,"[50.386067485540536, 0.10652946843473865]",0.106529468,50.38606749,TRUE,TRUE,50.27953802
39,1,25.80958004,25.25795133,25.69820322,2,"[0.4003947963631691, 50.55453497017021]",0.400394796,50.55453497,TRUE,TRUE,50.15414017
39,2,-0.172230597,-0.155316622,0.374756877,1,[-0.18953847906646715],-0.189538479,,FALSE,FALSE,0
39,3,-0.189763251,-0.117364935,0.783849709,1,[-0.15630797546766795],-0.156307975,,FALSE,FALSE,0
40,0,0.151803613,0.204098193,0.663332407,1,[0.5006367136603496],0.500636714,,FALSE,FALSE,0
40,1,25.07363274,25.55423915,25.41375459,2,"[-0.29581174737253324, 49.475152218698014]",-0.295811747,49.47515222,TRUE,TRUE,49.77096397
40,2,50.32334027,50.20224483,0.670883463,1,[50.07114663951253],,50.07114664,FALSE,FALSE,0
40,3,0.011608863,0.068928126,0.745935693,1,[0.3360790846372739],0.336079085,,FALSE,FALSE,0
41,0,51.01205605,50.65181616,1.32073176,1,[50.24183891752779],,50.24183892,FALSE,FALSE,0
41,1,12.69420937,0.064612398,22.18286379,2,"[-0.04925893278714044, 50.76102475810172]",-0.049258933,50.76102476,TRUE,TRUE,50.81028369
41,2,12.19368878,-0.050925007,21.93430209,2,"[0.027720448074683546, 49.3849682648232]",0.027720448,49.38496826,TRUE,TRUE,49.35724782
41,3,0.158522084,0.290629915,0.622105389,1,[0.325041089525822],0.32504109,,FALSE,FALSE,0
42,0,12.48343387,0.081896543,21.68078276,2,"[-0.04297592175999965, 49.93229114486981]",-0.042975922,49.93229114,TRUE,TRUE,49.97526707
42,1,12.30981202,0.093982802,21.84784471,2,"[0.19804034010561722, 49.56953119870704]",0.19804034,49.5695312,TRUE,TRUE,49.37149086
42,2,-0.148208799,-0.138420525,0.545937126,1,[-0.06411885182606136],-0.064118852,,FALSE,FALSE,0
42,3,0.068494747,0.223307084,0.810657991,1,[0.21641691366837534],0.216416914,,FALSE,FALSE,0
43,0,12.78190201,0.262826239,21.87107025,2,"[-0.3304543975705394, 51.2085837200635]",-0.330454398,51.20858372,TRUE,TRUE,51.53903812
43,1,12.43137099,-0.225151785,22.22754826,2,"[-0.510382944674574, 51.24604771923702]",-0.510382945,51.24604772,TRUE,TRUE,51.75643066
43,2,49.97043408,49.93132248,0.778722262,1,[50.10750562625452],,50.10750563,FALSE,FALSE,0
43,3,-0.076377571,-0.020120054,0.638128858,1,[0.19935920423010867],0.199359204,,FALSE,FALSE,0
44,0,12.06627059,-0.265465227,21.91272561,2,"[-0.29043648629479346, 49.83033370408971]",-0.290436486,49.8303337,TRUE,TRUE,50.12077019
44,1,12.33924443,-0.033919902,22.02334414,2,"[-0.5750318616841539, 50.551018786811646]",-0.575031862,50.55101879,TRUE,TRUE,51.12605065
44,2,-0.429782023,-0.206468542,1.143966562,1,[0.12869020326451164],0.128690203,,FALSE,FALSE,0
44,3,-0.049095367,-0.023824669,0.413625367,1,[-0.04796826381364161],-0.047968264,,FALSE,FALSE,0
45,0,12.58457591,-0.007522392,21.99875928,2,"[-0.03154003740955469, 50.60104311721195]",-0.031540037,50.60104312,TRUE,TRUE,50.63258315
45,1,11.97838934,-0.461993918,22.04620486,2,"[-0.7143591665113576, 49.98562596392058]",-0.714359167,49.98562596,TRUE,TRUE,50.69998513
45,2,-0.100897285,-0.039305714,0.618334518,1,[-0.03080175605719626],-0.030801756,,FALSE,FALSE,0
45,3,38.0187403,50.49962291,22.21303142,2,"[51.20536150457256, -0.41907464933641636]",-0.419074649,51.2053615,TRUE,TRUE,51.62443615
46,0,50.59224142,50.29716251,1.114341279,1,[50.16481799986185],,50.164818,FALSE,FALSE,0
46,1,25.22280248,24.22040893,25.91883024,2,"[-1.0686316932081934, 49.68946852158616]",-1.068631693,49.68946852,TRUE,TRUE,50.75810021
46,2,12.83320162,0.587785443,21.62137905,2,"[0.7364930440528403, 49.88814841875933]",0.736493044,49.88814842,TRUE,TRUE,49.15165537
46,3,12.32104772,-0.177844868,22.09681735,2,"[-0.1973269564726614, 50.8086451313322]",-0.197326956,50.80864513,TRUE,TRUE,51.00597209
47,0,25.04567307,25.12942085,24.98189391,2,"[0.0632238135425518, 49.31061573066663]",0.063223814,49.31061573,TRUE,TRUE,49.24739192
47,1,-0.06765924,-0.014550755,0.572854896,2,"[0.3313746368787749, -0.2331315404297385]",-0.23313154,,TRUE,FALSE,0.564506177
47,2,37.74333629,50.17474379,21.88854494,2,"[50.424523060847335, -0.22928793532696967]",-0.229287935,50.42452306,TRUE,TRUE,50.653811
47,3,-0.144617763,-0.060603951,0.480069619,1,[0.005065389060789016],0.005065389,,FALSE,FALSE,0
48,0,13.26245022,0.472392653,22.43101274,2,"[-0.21368039271082173, 51.1210598711487]",-0.213680393,51.12105987,TRUE,TRUE,51.33474026
48,1,12.52608435,-0.083328226,22.11535207,2,"[-0.25113402869923807, 50.04938947553333]",-0.251134029,50.04938948,TRUE,TRUE,50.3005235
48,2,-0.097923343,-0.057145172,0.494345634,1,[-0.0797636591086035],-0.079763659,,FALSE,FALSE,0
48,3,25.15941858,25.234605,25.62398128,2,"[-0.2014410530955386, 49.7005529016139]",-0.201441053,49.7005529,TRUE,TRUE,49.90199395
49,0,25.09439096,24.87865885,25.16988045,2,"[-0.39235017966797914, 49.54623466452832]",-0.39235018,49.54623466,TRUE,TRUE,49.93858484
49,1,-0.127648682,-0.086016906,0.725173489,1,[-0.13025041510715996],-0.130250415,,FALSE,FALSE,0
49,2,-0.521958535,-0.396800622,0.822240701,1,[-0.14611277229155206],-0.146112772,,FALSE,FALSE,0
49,3,50.6355688,50.25013769,1.477284631,1,[50.1408168582751],,50.14081686,FALSE,FALSE,0
50,0,12.52662876,0.177176505,21.86631709,2,"[-0.5646369056854779, 49.65503757518339]",-0.564636906,49.65503758,TRUE,TRUE,50.21967448
50,1,24.94070455,24.61573289,25.42966316,2,"[49.87907664792566, 0.007641927663692982]",0.007641928,49.87907665,TRUE,TRUE,49.87143472
50,2,12.13689561,-0.120175052,21.94375923,2,"[0.07752106631359279, 49.98624704057835]",0.077521066,49.98624704,TRUE,TRUE,49.90872597
50,3,-0.33331595,-0.311706566,0.791850056,1,[-0.23724563754582872],-0.237245638,,FALSE,FALSE,0
51,0,12.57734041,-0.006291145,22.17169999,2,"[0.27661300074951, 50.99548380358944]",0.276613001,50.9954838,TRUE,TRUE,50.7188708
51,1,38.35749178,50.21291275,22.07863636,2,"[49.682449640065954, -0.12700003495336443]",-0.127000035,49.68244964,TRUE,TRUE,49.80944968
51,2,12.2828704,0.053364641,21.83620546,2,"[-0.11684371911071612, 50.38799860184547]",-0.116843719,50.3879986,TRUE,TRUE,50.50484232
51,3,-0.36470794,-0.234001312,1.107632455,1,[-0.19246137678498165],-0.192461377,,FALSE,FALSE,0
52,0,12.74455604,-0.056939925,22.44355148,2,"[0.44845709444350357, 51.49972876393276]",0.448457094,51.49972876,TRUE,TRUE,51.05127167
52,1,-0.533360502,-0.471233052,0.668075475,1,[-0.3753971863037915],-0.375397186,,FALSE,FALSE,0
52,2,37.86535468,50.10875017,21.8825362,2,"[50.58132218939957, -0.4359659687929993]",-0.435965969,50.58132219,TRUE,TRUE,51.01728816
52,3,12.24425327,-0.153787534,22.14421706,2,"[-0.6502152470324782, 50.36672444825567]",-0.650215247,50.36672445,TRUE,TRUE,51.0169397
